,space,seed,hier_ratio,hier_pval
0,Raw,0,4.214672004627131,0.0
1,Trait_LDA,0,18.479566933109727,0.0
2,State_LDA,0,2.0856910089572582,0.0
3,Joint_LDA,0,6.558831789255448,0.0
4,Raw,1,4.6625359167859015,0.0
5,Trait_LDA,1,15.534188107167298,0.0
6,State_LDA,1,2.0171901443924747,0.0
7,Joint_LDA,1,7.985446172077152,0.0
8,Raw,2,5.8095665109650385,0.0
9,Trait_LDA,2,4.126727456339255,0.0
10,State_LDA,2,4.245296763127027,0.0
11,Joint_LDA,2,4.20198153815054,0.0
12,Raw,3,5.344542291427204,0.0
13,Trait_LDA,3,4.673979545175276,0.0
14,State_LDA,3,1.7137116215071906,0.0
15,Joint_LDA,3,3.7477736781830933,0.0
16,Raw,4,4.89868583963308,0.0
17,Trait_LDA,4,3.3940844259214256,0.0
18,State_LDA,4,3.2085111079252306,0.0
19,Joint_LDA,4,3.9559152007574174,0.0
20,Raw,5,6.82368934425897,0.0
21,Trait_LDA,5,3.325714419350765,0.0
22,State_LDA,5,5.865097762863154,0.0
23,Joint_LDA,5,5.901794437516619,0.0
24,Raw,6,6.8771070453681435,0.0
25,Trait_LDA,6,4.924137775611341,0.0
26,State_LDA,6,5.757131750881411,0.0
27,Joint_LDA,6,5.194224701131741,0.0
28,Raw,7,2.314095831164903,0.0
29,Trait_LDA,7,4.658514838320776,0.0
30,State_LDA,7,1.3324228226728878,0.002
31,Joint_LDA,7,2.428481697214098,0.0
32,Raw,8,1.8341131093642016,0.0
33,Trait_LDA,8,1.7673277358375166,0.001
34,State_LDA,8,1.5133711950237978,0.001
35,Joint_LDA,8,1.4178115820550328,0.0
36,Raw,9,3.7692957501651607,0.0
37,Trait_LDA,9,3.639225604413659,0.0
38,State_LDA,9,1.981421680012807,0.0
39,Joint_LDA,9,2.539671648847682,0.0
