,space,seed,hier_ratio,hier_pval
0,Raw,0,3.1320163473755196,0.0
1,Trait_LDA,0,3.523738992315384,0.0
2,State_LDA,0,2.590510774878383,0.0
3,Joint_LDA,0,3.0086772602384384,0.0
4,Raw,1,4.4194827780929975,0.0
5,Trait_LDA,1,3.3128193045595156,0.0
6,State_LDA,1,2.588195928960649,0.0
7,Joint_LDA,1,2.9429815644648913,0.0
8,Raw,2,2.4345955516544744,0.0
9,Trait_LDA,2,6.131869884022771,0.0
10,State_LDA,2,2.2357710337090575,0.0
11,Joint_LDA,2,4.739371722176802,0.0
12,Raw,3,2.59083353922482,0.0
13,Trait_LDA,3,6.3203183152049025,0.0
14,State_LDA,3,3.283845400967908,0.0
15,Joint_LDA,3,5.278801588148491,0.0
16,Raw,4,3.582447089716675,0.0
17,Trait_LDA,4,5.219093007852142,0.0
18,State_LDA,4,3.3345122453111498,0.0
19,Joint_LDA,4,4.47054335783707,0.0
20,Raw,5,3.6546101901866512,0.0
21,Trait_LDA,5,4.120164416668484,0.0
22,State_LDA,5,3.220640011332285,0.0
23,Joint_LDA,5,3.4925330159810173,0.0
24,Raw,6,3.7079516001196136,0.0
25,Trait_LDA,6,3.1601289005658737,0.0
26,State_LDA,6,2.440556421090854,0.0
27,Joint_LDA,6,2.7696101359099745,0.0
28,Raw,7,2.435008670118666,0.0
29,Trait_LDA,7,6.241460444959919,0.0
30,State_LDA,7,2.7761909869160557,0.0
31,Joint_LDA,7,4.979244867210442,0.0
32,Raw,8,2.7352274803013428,0.0
33,Trait_LDA,8,7.166370015624591,0.0
34,State_LDA,8,3.7560571997144785,0.0
35,Joint_LDA,8,6.240741373739775,0.0
36,Raw,9,2.637554431621748,0.0
37,Trait_LDA,9,6.464519949936369,0.0
38,State_LDA,9,3.3992395772442343,0.0
39,Joint_LDA,9,4.759528399123172,0.0
