,space,seed,hier_ratio,hier_pval
0,Raw,0,9.552286798048671,0.0
1,Trait_LDA,0,9.524734923054288,0.0
2,State_LDA,0,4.017270962514309,0.0
3,Joint_LDA,0,9.59057219975215,0.0
4,Raw,1,6.350972097657269,0.0
5,Trait_LDA,1,8.155818487732379,0.0
6,State_LDA,1,10.12823385989292,0.0
7,Joint_LDA,1,8.16511062175543,0.0
8,Raw,2,8.080207629265727,0.0
9,Trait_LDA,2,8.066827309494276,0.0
10,State_LDA,2,18.687158126768495,0.0
11,Joint_LDA,2,8.063292202011695,0.0
12,Raw,3,7.973445816485581,0.0
13,Trait_LDA,3,8.287521509811105,0.0
14,State_LDA,3,22.70720352922506,0.0
15,Joint_LDA,3,8.250317273448466,0.0
16,Raw,4,8.667464540625042,0.0
17,Trait_LDA,4,9.12835527603979,0.0
18,State_LDA,4,9.70593468087807,0.0
19,Joint_LDA,4,9.143419798741535,0.0
20,Raw,5,9.982946076967105,0.0
21,Trait_LDA,5,9.746819107245773,0.0
22,State_LDA,5,11.518527782443178,0.0
23,Joint_LDA,5,9.737574952010808,0.0
24,Raw,6,6.634962066798651,0.0
25,Trait_LDA,6,7.552997757989344,0.0
26,State_LDA,6,5.842699942949921,0.0
27,Joint_LDA,6,7.532169510790678,0.0
28,Raw,7,13.195043198967463,0.0
29,Trait_LDA,7,15.043731016425944,0.0
30,State_LDA,7,25.278556172718936,0.0
31,Joint_LDA,7,14.95629518487129,0.0
32,Raw,8,6.299869148834721,0.0
33,Trait_LDA,8,9.440073478438602,0.0
34,State_LDA,8,5.673115827983303,0.0
35,Joint_LDA,8,9.418436018294972,0.0
36,Raw,9,6.736967144627206,0.0
37,Trait_LDA,9,6.475880155243771,0.0
38,State_LDA,9,5.588938756249348,0.0
39,Joint_LDA,9,6.468154064926918,0.0
