,space,seed,hier_ratio,hier_pval
0,Raw,0,6.735753705901276,0.0
1,Trait_LDA,0,13.399953874054637,0.0
2,State_LDA,0,1.0,0.941
3,Joint_LDA,0,9.311536950274677,0.0
4,Raw,1,4.0515235096445394,0.0
5,Trait_LDA,1,8.271896911412878,0.0
6,State_LDA,1,5.36483882700723,0.0
7,Joint_LDA,1,6.341091477794609,0.0
8,Raw,2,5.043221700060709,0.0
9,Trait_LDA,2,9.100801996286725,0.0
10,State_LDA,2,1.0,0.656
11,Joint_LDA,2,8.141887980368555,0.0
12,Raw,3,7.86753647453796,0.0
13,Trait_LDA,3,12.0311101044278,0.0
14,State_LDA,3,22.14071539108171,0.0
15,Joint_LDA,3,12.445375956656973,0.0
16,Raw,4,3.7440468348286733,0.0
17,Trait_LDA,4,10.602290618966828,0.0
18,State_LDA,4,8.83136965086368,0.0
19,Joint_LDA,4,10.076770029096458,0.0
20,Raw,5,9.625343256518535,0.0
21,Trait_LDA,5,7.71282681308465,0.0
22,State_LDA,5,9.02530026543023,0.0
23,Joint_LDA,5,7.39282868983348,0.0
24,Raw,6,10.957423219178558,0.0
25,Trait_LDA,6,17.036638744191144,0.0
26,State_LDA,6,9.798569590951905,0.0
27,Joint_LDA,6,13.899926300421496,0.0
28,Raw,7,10.89172211115509,0.0
29,Trait_LDA,7,24.72706742738628,0.0
30,State_LDA,7,26.883621350274268,0.0
31,Joint_LDA,7,22.119529061152267,0.0
32,Raw,8,9.792712358450876,0.0
33,Trait_LDA,8,10.270035837489008,0.0
34,State_LDA,8,1.9174220263331962,0.0
35,Joint_LDA,8,8.359326232485012,0.0
36,Raw,9,5.1275225271174625,0.0
37,Trait_LDA,9,3.1658714770241914,0.0
38,State_LDA,9,2.7317829407649774,0.0
39,Joint_LDA,9,2.6536451879132894,0.0
