num_subjects,seed,split_type,subject,space,Bal_Acc,F1,Kappa
10,0,trait,,Raw,0.3854534425506292,0.36785102102924966,0.3498224349571527
10,0,trait,,Trait_LDA,0.39838638450211344,0.383115225526228,0.36645890820678073
10,0,trait,,State_LDA,0.11992753623188404,0.07847567934927535,0.023165110507032183
10,0,trait,,Joint_LDA,0.38861865596040784,0.3723367004595306,0.3555525491863477
10,1,trait,,Raw,0.3859679452664714,0.37653646835311105,0.36641221374045807
10,1,trait,,Trait_LDA,0.3931240961443546,0.3814714823167626,0.37990287635412767
10,1,trait,,State_LDA,0.12996794871794873,0.06015311702515493,0.05307011921548532
10,1,trait,,Joint_LDA,0.3823994714062354,0.3662573289004753,0.3637474879317132
10,2,trait,,Raw,0.344980929662835,0.34606491571574355,0.30148947098099643
10,2,trait,,Trait_LDA,0.3448730068950657,0.3460805594791172,0.30018112958998855
10,2,trait,,State_LDA,0.09979296066252588,0.04315443592552026,2.2888008972099527e-05
10,2,trait,,Joint_LDA,0.3427363152618907,0.3390017942180732,0.32541076779993805
10,3,trait,,Raw,0.4643265231500527,0.4565135808608455,0.42554109884688907
10,3,trait,,Trait_LDA,0.45829191233603,0.4487859504196391,0.41711114536765836
10,3,trait,,State_LDA,0.1157051282051282,0.06234508500277025,0.03420365535248049
10,3,trait,,Joint_LDA,0.39802121897710135,0.38428257598562093,0.3770223033377671
10,4,trait,,Raw,0.43100092889566577,0.42553965755733697,0.4175136825645035
10,4,trait,,Trait_LDA,0.4177258706206075,0.4134279682485367,0.4161915313319101
10,4,trait,,State_LDA,0.10130952380952381,0.04849676225716929,0.004122680991942018
10,4,trait,,Joint_LDA,0.38016321397900343,0.3586027227459353,0.3933389430254337
10,5,trait,,Raw,0.3136339988513902,0.30817955199218694,0.30503889076766977
10,5,trait,,Trait_LDA,0.2956279559812169,0.29109495765445215,0.28021015761821355
10,5,trait,,State_LDA,0.13606719367588932,0.06684789174821795,0.0700172095098478
10,5,trait,,Joint_LDA,0.26028295074490726,0.24769550738433344,0.252566038898992
10,6,trait,,Raw,0.3182074532458164,0.3116354260313655,0.31292642448829067
10,6,trait,,Trait_LDA,0.31181809984559344,0.30680176634353357,0.3149781093913794
10,6,trait,,State_LDA,0.10710702341137124,0.055358919687277894,0.015141286527148301
10,6,trait,,Joint_LDA,0.27510678792648097,0.2616701022864204,0.26639102185469565
10,7,trait,,Raw,0.3164000552587509,0.2958675080529391,0.3266771078047508
10,7,trait,,Trait_LDA,0.3133475522062478,0.2986302705355362,0.3185996479561901
10,7,trait,,State_LDA,0.1331262939958592,0.07091477004843341,0.06526259306459181
10,7,trait,,Joint_LDA,0.27044830169830175,0.25288938082887363,0.2528452884646921
10,8,trait,,Raw,0.3169248806748807,0.3240687635162316,0.3150280484204311
10,8,trait,,Trait_LDA,0.3251350038850039,0.33213285224455646,0.3294002549583469
10,8,trait,,State_LDA,0.10454545454545454,0.0536917205906753,0.013013013013012942
10,8,trait,,Joint_LDA,0.28318369130869125,0.27832399739358027,0.2946793177996637
10,9,trait,,Raw,0.3383458646616541,0.316488846550766,0.3592455964625122
10,9,trait,,Trait_LDA,0.35306077694235594,0.33581746276533764,0.3721599219892735
10,9,trait,,State_LDA,0.1,0.041999999999999996,0.0
10,9,trait,,Joint_LDA,0.2767136591478697,0.25790819230364387,0.30876464481684707
20,0,trait,,Raw,0.26671139255163856,0.22500430987621547,0.22950337937114307
20,0,trait,,Trait_LDA,0.23687930506437374,0.19288755976108524,0.20310227823557925
20,0,trait,,State_LDA,0.06486742424242424,0.01851201622971286,0.02722219038340301
20,0,trait,,Joint_LDA,0.18835769017405174,0.1403011419617984,0.16133671742808797
20,1,trait,,Raw,0.30259500808359163,0.2747908602346408,0.31922347629796843
20,1,trait,,Trait_LDA,0.29063004139823023,0.25984184330111537,0.2996568365582246
20,1,trait,,State_LDA,0.07425595238095238,0.023562304289477608,0.04841130152848527
20,1,trait,,Joint_LDA,0.21425274834814312,0.17557725339163383,0.22360813120477108
20,2,trait,,Raw,0.2604983200634113,0.23885061557103754,0.2898224924758921
20,2,trait,,Trait_LDA,0.23331302728601325,0.19946446954052163,0.2773311996060811
20,2,trait,,State_LDA,0.05696428571428571,0.02091556012031399,0.014350079433289031
20,2,trait,,Joint_LDA,0.19286290119334606,0.14879344882301085,0.226745770269266
20,3,trait,,Raw,0.26085570131622765,0.234491755186805,0.2540172684202815
20,3,trait,,Trait_LDA,0.23148405322747428,0.19352155537878393,0.24947977382417996
20,3,trait,,State_LDA,0.05892857142857143,0.020334122927315797,0.020325667435540207
20,3,trait,,Joint_LDA,0.19929550712445449,0.1624974657285832,0.22921759721110746
20,4,trait,,Raw,0.23385404736377274,0.21734927559756648,0.2331969057812484
20,4,trait,,Trait_LDA,0.237609831053767,0.2172051929593489,0.2353708974822688
20,4,trait,,State_LDA,0.06569264069264069,0.022676918826833647,0.03298023370099379
20,4,trait,,Joint_LDA,0.19159295557607914,0.15969710220009542,0.18730998435087765
20,5,trait,,Raw,0.2609950482169152,0.23286544844286658,0.2796017028645644
20,5,trait,,Trait_LDA,0.2596545269605658,0.22700223497484884,0.2730485041542149
20,5,trait,,State_LDA,0.06446687370600415,0.026323351518745534,0.022452596019193694
