pca_dim,lda_dim,val_bal_acc,seed,num_subjects
5,1,0.14303118908382065,0,10
5,2,0.24431630346491026,0,10
5,3,0.2940553727318433,0,10
5,4,0.33368669771920545,0,10
5,5,0.3346841333760839,0,10
5,6,0.3346841333760839,0,10
5,7,0.3346841333760839,0,10
5,8,0.3346841333760839,0,10
5,9,0.3346841333760839,0,10
5,10,0.3346841333760839,0,10
5,11,0.3346841333760839,0,10
5,12,0.3346841333760839,0,10
5,13,0.3346841333760839,0,10
5,14,0.3346841333760839,0,10
5,15,0.3346841333760839,0,10
5,16,0.3346841333760839,0,10
5,17,0.3346841333760839,0,10
5,18,0.3346841333760839,0,10
5,19,0.3346841333760839,0,10
5,20,0.3346841333760839,0,10
15,1,0.14751920651301456,0,10
15,2,0.24229500690801,0,10
15,3,0.3216636324918059,0,10
15,4,0.34830735140332664,0,10
15,5,0.4147869356305889,0,10
15,6,0.4459334021098727,0,10
15,7,0.467681374639579,0,10
15,8,0.5023056800727079,0,10
15,9,0.532694570078471,0,10
15,10,0.5328664406915181,0,10
15,11,0.5188691305254772,0,10
15,12,0.5078828822249875,0,10
15,13,0.5317166764264288,0,10
15,14,0.523040111333455,0,10
15,15,0.5320552475273838,0,10
15,16,0.5320552475273838,0,10
15,17,0.5320552475273838,0,10
15,18,0.5320552475273838,0,10
15,19,0.5320552475273838,0,10
15,20,0.5320552475273838,0,10
25,1,0.1567056530214425,0,10
25,2,0.25526876889879985,0,10
25,3,0.3145598699546068,0,10
25,4,0.3329935111901056,0,10
25,5,0.4028258958676916,0,10
25,6,0.45853385520568174,0,10
25,7,0.46260085946618457,0,10
25,8,0.5058471838618898,0,10
25,9,0.569648596157884,0,10
25,10,0.5870782484056478,0,10
25,11,0.5936373119770953,0,10
25,12,0.5859902605993937,0,10
25,13,0.5756570881532183,0,10
25,14,0.5717177884321848,0,10
25,15,0.5687951762719565,0,10
25,16,0.5786096646158566,0,10
25,17,0.5850020195376232,0,10
25,18,0.5868797884548659,0,10
25,19,0.572352544542947,0,10
25,20,0.572352544542947,0,10
5,1,0.10848436450603632,1,10
5,2,0.18236195062820448,1,10
5,3,0.20800004060839972,1,10
5,4,0.23956569058736243,1,10
5,5,0.252114866557591,1,10
5,6,0.252114866557591,1,10
5,7,0.252114866557591,1,10
5,8,0.252114866557591,1,10
5,9,0.252114866557591,1,10
5,10,0.252114866557591,1,10
5,11,0.252114866557591,1,10
5,12,0.252114866557591,1,10
5,13,0.252114866557591,1,10
5,14,0.252114866557591,1,10
5,15,0.252114866557591,1,10
5,16,0.252114866557591,1,10
5,17,0.252114866557591,1,10
5,18,0.252114866557591,1,10
5,19,0.252114866557591,1,10
5,20,0.252114866557591,1,10
15,1,0.1325278866300538,1,10
15,2,0.2074086540108212,1,10
15,3,0.33877326720979967,1,10
15,4,0.3771573212362686,1,10
15,5,0.3760169863962434,1,10
15,6,0.4139520275046591,1,10
15,7,0.45032724728545165,1,10
15,8,0.4725732858472797,1,10
15,9,0.4827773525064547,1,10
15,10,0.4823228480039625,1,10
15,11,0.4977898193997266,1,10
15,12,0.509428433909858,1,10
15,13,0.500527531177686,1,10
15,14,0.47093335972592937,1,10
15,15,0.48242908622165587,1,10
15,16,0.48242908622165587,1,10
15,17,0.48242908622165587,1,10
15,18,0.48242908622165587,1,10
15,19,0.48242908622165587,1,10
15,20,0.48242908622165587,1,10
25,1,0.12535874943769681,1,10
25,2,0.23413312149380258,1,10
25,3,0.33718616665985096,1,10
25,4,0.35397227356979677,1,10
25,5,0.3712464043810793,1,10
25,6,0.4099754433732761,1,10
25,7,0.48759435152624003,1,10
25,8,0.4669648027697564,1,10
25,9,0.5035311669754393,1,10
25,10,0.5319671983216875,1,10
25,11,0.5263753257406508,1,10
25,12,0.5238218735741955,1,10
25,13,0.5252404873534905,1,10
25,14,0.5253419453496851,1,10
25,15,0.5089987663981471,1,10
25,16,0.5133087852979493,1,10
25,17,0.5065992764831774,1,10
25,18,0.5050636563871858,1,10
25,19,0.5004207519919593,1,10
25,20,0.5004207519919593,1,10
5,1,0.11207978586171312,2,10
5,2,0.2035124035965754,2,10
5,3,0.27165424562967133,2,10
5,4,0.3247966229032406,2,10
5,5,0.35554188437121875,2,10
5,6,0.35554188437121875,2,10
5,7,0.35554188437121875,2,10
5,8,0.35554188437121875,2,10
5,9,0.35554188437121875,2,10
5,10,0.35554188437121875,2,10
5,11,0.35554188437121875,2,10
5,12,0.35554188437121875,2,10
5,13,0.35554188437121875,2,10
5,14,0.35554188437121875,2,10
5,15,0.35554188437121875,2,10
5,16,0.35554188437121875,2,10
5,17,0.35554188437121875,2,10
5,18,0.35554188437121875,2,10
5,19,0.35554188437121875,2,10
5,20,0.35554188437121875,2,10
15,1,0.1375578149920255,2,10
15,2,0.2600666351837017,2,10
15,3,0.3192086522223906,2,10
15,4,0.4019713259951263,2,10
15,5,0.4430037259352275,2,10
15,6,0.4919228732009305,2,10
15,7,0.48959577391562686,2,10
15,8,0.5433212423111804,2,10
15,9,0.5201645563758567,2,10
15,10,0.5094948074156666,2,10
15,11,0.5203397664427076,2,10
15,12,0.5456664247560146,2,10
15,13,0.5487331993127272,2,10
15,14,0.5682029421387007,2,10
15,15,0.5474669767152353,2,10
15,16,0.5474669767152353,2,10
15,17,0.5474669767152353,2,10
15,18,0.5474669767152353,2,10
15,19,0.5474669767152353,2,10
15,20,0.5474669767152353,2,10
25,1,0.14481174946054975,2,10
25,2,0.24918451603436123,2,10
25,3,0.3388964950168511,2,10
25,4,0.409861825266237,2,10
25,5,0.43247796117281406,2,10
25,6,0.46504206373691676,2,10
25,7,0.4865569393626669,2,10
25,8,0.5104098100257156,2,10
25,9,0.5221886922631892,2,10
25,10,0.531357426972752,2,10
25,11,0.5419711079898774,2,10
25,12,0.5159801290470795,2,10
25,13,0.5369157760024633,2,10
25,14,0.5265300360114602,2,10
25,15,0.5543003963485775,2,10
25,16,0.5531461292190781,2,10
25,17,0.5495962174435473,2,10
25,18,0.5493431810063002,2,10
25,19,0.5403520604352648,2,10
25,20,0.5403520604352648,2,10
5,1,0.10062378167641324,3,10
5,2,0.1728874269005848,3,10
5,3,0.2278066426750637,3,10
5,4,0.26724209026840606,3,10
5,5,0.2968688816057237,3,10
5,6,0.2968688816057237,3,10
5,7,0.2968688816057237,3,10
5,8,0.2968688816057237,3,10
5,9,0.2968688816057237,3,10
5,10,0.2968688816057237,3,10
5,11,0.2968688816057237,3,10
5,12,0.2968688816057237,3,10
5,13,0.2968688816057237,3,10
5,14,0.2968688816057237,3,10
5,15,0.2968688816057237,3,10
5,16,0.2968688816057237,3,10
5,17,0.2968688816057237,3,10
5,18,0.2968688816057237,3,10
5,19,0.2968688816057237,3,10
5,20,0.2968688816057237,3,10
15,1,0.1356530214424951,3,10
15,2,0.17547514619883042,3,10
15,3,0.220267281451492,3,10
15,4,0.25628467536362276,3,10
15,5,0.33927653000021424,3,10
15,6,0.36064107919371075,3,10
15,7,0.3761284354047512,3,10
15,8,0.4283099575862734,3,10
15,9,0.4489716277874172,3,10
15,10,0.47354328663539186,3,10
15,11,0.4602043838228049,3,10
15,12,0.4540128901313112,3,10
15,13,0.4663082117687381,3,10
15,14,0.4906781644281644,3,10
15,15,0.4875422262922262,3,10
15,16,0.4875422262922262,3,10
15,17,0.4875422262922262,3,10
15,18,0.4875422262922262,3,10
15,19,0.4875422262922262,3,10
15,20,0.4875422262922262,3,10
25,1,0.14189083820662768,3,10
25,2,0.17372169740590793,3,10
25,3,0.22935878692457642,3,10
25,4,0.2811611560953666,3,10
25,5,0.36883418482102687,3,10
25,6,0.4358374033374033,3,10
25,7,0.4560999185999186,3,10
25,8,0.48767683096630465,3,10
25,9,0.46718187027397556,3,10
25,10,0.4915344450870766,3,10
25,11,0.48477687273739906,3,10
25,12,0.49641815543131335,3,10
25,13,0.4878098826125141,3,10
25,14,0.49854923098344145,3,10
25,15,0.4954414615598826,3,10
25,16,0.480127160850845,3,10
25,17,0.4849064702354176,3,10
25,18,0.47977317760212485,3,10
25,19,0.5032996486943855,3,10
25,20,0.5032996486943855,3,10
5,1,0.1294061147186147,4,10
5,2,0.19863185425685423,4,10
5,3,0.2546291786916787,4,10
5,4,0.34134063852813856,4,10
5,5,0.3536592111592111,4,10
5,6,0.3536592111592111,4,10
5,7,0.3536592111592111,4,10
5,8,0.3536592111592111,4,10
5,9,0.3536592111592111,4,10
5,10,0.3536592111592111,4,10
5,11,0.3536592111592111,4,10
5,12,0.3536592111592111,4,10
5,13,0.3536592111592111,4,10
5,14,0.3536592111592111,4,10
5,15,0.3536592111592111,4,10
5,16,0.3536592111592111,4,10
5,17,0.3536592111592111,4,10
5,18,0.3536592111592111,4,10
5,19,0.3536592111592111,4,10
5,20,0.3536592111592111,4,10
15,1,0.1274156746031746,4,10
15,2,0.2287040043290043,4,10
15,3,0.3406439393939394,4,10
15,4,0.428452380952381,4,10
15,5,0.483326418951419,4,10
15,6,0.5288588263588264,4,10
15,7,0.5337453403078403,4,10
15,8,0.5904882154882155,4,10
15,9,0.580954335016835,4,10
15,10,0.6032278138528139,4,10
15,11,0.5897539381914382,4,10
15,12,0.5862690897065898,4,10
15,13,0.5942016895141895,4,10
15,14,0.6026364838864839,4,10
15,15,0.5943064574314575,4,10
15,16,0.5943064574314575,4,10
15,17,0.5943064574314575,4,10
15,18,0.5943064574314575,4,10
15,19,0.5943064574314575,4,10
15,20,0.5943064574314575,4,10
25,1,0.14267361111111113,4,10
25,2,0.22871753246753246,4,10
25,3,0.34447991822991825,4,10
25,4,0.4271626984126984,4,10
25,5,0.45378968253968255,4,10
25,6,0.49397276334776336,4,10
25,7,0.5333309283309283,4,10
25,8,0.5715142496392497,4,10
25,9,0.5807099266474266,4,10
25,10,0.6021464646464647,4,10
25,11,0.6014950096200097,4,10
25,12,0.5866427669552668,4,10
25,13,0.5968698893698894,4,10
25,14,0.5905651755651755,4,10
25,15,0.5826071729196728,4,10
25,16,0.5708661014911015,4,10
25,17,0.5702487674362674,4,10
25,18,0.5675856782106782,4,10
25,19,0.576560545935546,4,10
25,20,0.576560545935546,4,10
5,1,0.13883986928104575,5,10
5,2,0.17434523809523808,5,10
5,3,0.2596377995642702,5,10
5,4,0.2850497976968565,5,10
5,5,0.30353369125427954,5,10
5,6,0.30353369125427954,5,10
5,7,0.30353369125427954,5,10
5,8,0.30353369125427954,5,10
5,9,0.30353369125427954,5,10
5,10,0.30353369125427954,5,10
5,11,0.30353369125427954,5,10
5,12,0.30353369125427954,5,10
5,13,0.30353369125427954,5,10
5,14,0.30353369125427954,5,10
5,15,0.30353369125427954,5,10
5,16,0.30353369125427954,5,10
5,17,0.30353369125427954,5,10
5,18,0.30353369125427954,5,10
5,19,0.30353369125427954,5,10
5,20,0.30353369125427954,5,10
15,1,0.14626633986928103,5,10
15,2,0.21379162776221597,5,10
15,3,0.3144261593526299,5,10
15,4,0.36260387488328666,5,10
15,5,0.40126128229069397,5,10
15,6,0.3921514161220043,5,10
15,7,0.4175116713352008,5,10
15,8,0.5081804388422037,5,10
15,9,0.5150194522253346,5,10
15,10,0.5156213040771864,5,10
15,11,0.5203660908807969,5,10
15,12,0.5185772642390288,5,10
15,13,0.506624649859944,5,10
15,14,0.5127240896358544,5,10
15,15,0.5144930750077809,5,10
15,16,0.5144930750077809,5,10
15,17,0.5144930750077809,5,10
15,18,0.5144930750077809,5,10
15,19,0.5144930750077809,5,10
15,20,0.5144930750077809,5,10
25,1,0.12984204793028323,5,10
25,2,0.20997549019607842,5,10
25,3,0.27473428260192967,5,10
25,4,0.3516234827264239,5,10
25,5,0.4108664021164021,5,10
25,6,0.4269362745098039,5,10
25,7,0.48412815126050424,5,10
25,8,0.5023805633364457,5,10
25,9,0.5672747432306255,5,10
25,10,0.5938783846872082,5,10
25,11,0.5888569872393402,5,10
25,12,0.5928933239962652,5,10
25,13,0.5897821350762528,5,10
25,14,0.5801661220043574,5,10
25,15,0.5827116402116402,5,10
25,16,0.5799739340180516,5,10
25,17,0.5816425459072518,5,10
25,18,0.5820409274821038,5,10
25,19,0.5791818394024276,5,10
25,20,0.5791818394024276,5,10
5,1,0.12304523563811491,6,10
5,2,0.21267629858961126,6,10
5,3,0.30072236114418777,6,10
5,4,0.3414447994672453,6,10
5,5,0.33975912474751485,6,10
5,6,0.33975912474751485,6,10
5,7,0.33975912474751485,6,10
5,8,0.33975912474751485,6,10
5,9,0.33975912474751485,6,10
5,10,0.33975912474751485,6,10
5,11,0.33975912474751485,6,10
5,12,0.33975912474751485,6,10
5,13,0.33975912474751485,6,10
5,14,0.33975912474751485,6,10
5,15,0.33975912474751485,6,10
5,16,0.33975912474751485,6,10
5,17,0.33975912474751485,6,10
5,18,0.33975912474751485,6,10
5,19,0.33975912474751485,6,10
5,20,0.33975912474751485,6,10
15,1,0.15048087948629746,6,10
15,2,0.2450115768304623,6,10
15,3,0.3254681449727889,6,10
15,4,0.33412608160673174,6,10
15,5,0.36583153616822345,6,10
15,6,0.3653583414922424,6,10
15,7,0.4361638683813607,6,10
15,8,0.4548717617951364,6,10
15,9,0.46878811533610293,6,10
15,10,0.4663431548957864,6,10
15,11,0.4907313800463955,6,10
15,12,0.4863840596967532,6,10
15,13,0.486983816693569,6,10
15,14,0.49406958667407586,6,10
15,15,0.4736640999179699,6,10
15,16,0.4736640999179699,6,10
15,17,0.4736640999179699,6,10
15,18,0.4736640999179699,6,10
15,19,0.4736640999179699,6,10
15,20,0.4736640999179699,6,10
25,1,0.14502579979360164,6,10
25,2,0.23833602356822173,6,10
25,3,0.3005980039339173,6,10
25,4,0.3764912280701754,6,10
25,5,0.38009959381863406,6,10
25,6,0.38183557813588775,6,10
25,7,0.4302029914529915,6,10
25,8,0.47897142617730853,6,10
25,9,0.5179537456008044,6,10
25,10,0.5674396461238566,6,10
25,11,0.5271001473013857,6,10
25,12,0.5251759457719211,6,10
25,13,0.5253472277349985,6,10
25,14,0.5222620575445652,6,10
25,15,0.52292047048239,6,10
25,16,0.5025963964083159,6,10
25,17,0.48916298413202436,6,10
25,18,0.5150077840402917,6,10
25,19,0.5036788080054334,6,10
25,20,0.5036788080054334,6,10
5,1,0.13044554810228184,7,10
5,2,0.18709008648443634,7,10
5,3,0.31605767419428404,7,10
5,4,0.34211602252236933,7,10
5,5,0.3423185650778529,7,10
5,6,0.3423185650778529,7,10
5,7,0.3423185650778529,7,10
5,8,0.3423185650778529,7,10
5,9,0.3423185650778529,7,10
5,10,0.3423185650778529,7,10
5,11,0.3423185650778529,7,10
5,12,0.3423185650778529,7,10
5,13,0.3423185650778529,7,10
5,14,0.3423185650778529,7,10
5,15,0.3423185650778529,7,10
5,16,0.3423185650778529,7,10
5,17,0.3423185650778529,7,10
5,18,0.3423185650778529,7,10
5,19,0.3423185650778529,7,10
5,20,0.3423185650778529,7,10
15,1,0.14148570978098843,7,10
15,2,0.2259089851640161,7,10
15,3,0.25243854356857454,7,10
15,4,0.2997620709327366,7,10
15,5,0.3637756509486385,7,10
15,6,0.413852435261104,7,10
15,7,0.418484011688346,7,10
15,8,0.45604947354560355,7,10
15,9,0.4879230874761061,7,10
15,10,0.5314602021645365,7,10
15,11,0.5339692423303104,7,10
15,12,0.5616764581451114,7,10
15,13,0.5573714412665651,7,10
15,14,0.5674270722684036,7,10
15,15,0.5355216346547615,7,10
15,16,0.5355216346547615,7,10
15,17,0.5355216346547615,7,10
15,18,0.5355216346547615,7,10
15,19,0.5355216346547615,7,10
15,20,0.5355216346547615,7,10
25,1,0.15070555268891184,7,10
25,2,0.22379606475968705,7,10
25,3,0.2506628672611645,7,10
25,4,0.2851500861253183,7,10
25,5,0.34861081105856645,7,10
25,6,0.37529308124509364,7,10
25,7,0.46524238024044523,7,10
25,8,0.48557470221556903,7,10
25,9,0.48475505238082633,7,10
25,10,0.47198869392561343,7,10
25,11,0.5135062218769649,7,10
25,12,0.5020487690127783,7,10
25,13,0.5228528688803457,7,10
25,14,0.5216706996563807,7,10
25,15,0.5341153631943104,7,10
25,16,0.5109752479489322,7,10
25,17,0.5167506813791644,7,10
