,space,seed,hier_ratio,hier_pval
0,Raw,0,0.7770245465417291,0.0
1,Trait_LDA,0,6.440715693869669,0.0
2,State_LDA,0,0.4250472821252476,0.0
3,Joint_LDA,0,1.2308388922078088,0.0
4,Raw,1,4.258096735953618,0.0
5,Trait_LDA,1,1.748085090915462,0.0
6,State_LDA,1,3.7060588539133925,0.0
7,Joint_LDA,1,1.6749227365062433,0.0
8,Raw,2,1.0196327769980453,0.0
9,Trait_LDA,2,20.79313014508948,0.0
10,State_LDA,2,0.6283400434369726,0.0
11,Joint_LDA,2,4.821616158059176,0.0
12,Raw,3,4.0694749385826245,0.0
13,Trait_LDA,3,4.060861156533479,0.0
14,State_LDA,3,1.0,0.008
15,Joint_LDA,3,3.0357641166678024,0.0
16,Raw,4,3.474561586774882,0.0
17,Trait_LDA,4,4.8991485202779765,0.0
18,State_LDA,4,1.0000000000000002,0.0
19,Joint_LDA,4,2.6475191662175295,0.0
20,Raw,5,0.9433390473811318,0.0
21,Trait_LDA,5,1.0,0.0
22,State_LDA,5,2.207535584374242,0.0
23,Joint_LDA,5,1.1391145152037225,0.0
24,Raw,6,4.158941533775649,0.0
25,Trait_LDA,6,1.0,0.961
26,State_LDA,6,1.0967815278300679,0.042
27,Joint_LDA,6,1.265844577205406,0.0
28,Raw,7,1.0916286665727135,0.0
29,Trait_LDA,7,1.0,0.003
30,State_LDA,7,0.8752773191556888,0.0
31,Joint_LDA,7,1.4978745022399147,0.0
32,Raw,8,1.1454923056981328,0.0
33,Trait_LDA,8,0.8121376548163904,0.005
34,State_LDA,8,0.9999999999999998,0.0
35,Joint_LDA,8,1.4019387350555774,0.0
36,Raw,9,0.8375053037976281,0.0
37,Trait_LDA,9,7.215755201970189,0.0
38,State_LDA,9,0.5114929506751614,0.0
39,Joint_LDA,9,1.4141523885404916,0.0
