,space,seed,hier_ratio,hier_pval
0,Raw,0,1.4853018872899573,0.0
1,Trait_LDA,0,1.9933102820265485,0.0
2,State_LDA,0,1.406338727777481,0.0
3,Joint_LDA,0,1.5089203762883374,0.0
4,Raw,1,0.5615702322359042,0.0
5,Trait_LDA,1,1.3250636200120232,0.0
6,State_LDA,1,0.6394865672991088,0.0
7,Joint_LDA,1,1.1998222883678513,0.0
8,Raw,2,0.8165593121268031,0.0
9,Trait_LDA,2,1.5109893715339657,0.0
10,State_LDA,2,0.6135368221750453,0.0
11,Joint_LDA,2,1.3400662702796564,0.0
12,Raw,3,0.9906425601365392,0.0
13,Trait_LDA,3,1.8190155404043413,0.0
14,State_LDA,3,0.7551576921733449,0.0
15,Joint_LDA,3,1.4932756408276862,0.0
16,Raw,4,1.018568804619957,0.0
17,Trait_LDA,4,1.976718112296959,0.0
18,State_LDA,4,0.5458595547566972,0.0
19,Joint_LDA,4,1.5514609375328425,0.0
20,Raw,5,1.0788695084245195,0.0
21,Trait_LDA,5,1.3722894468184115,0.0
22,State_LDA,5,1.4707226003358234,0.0
23,Joint_LDA,5,1.331866314781061,0.0
24,Raw,6,1.711209362983133,0.0
25,Trait_LDA,6,2.843367728513176,0.0
26,State_LDA,6,1.0606952438064245,0.14
27,Joint_LDA,6,2.732271846796439,0.0
28,Raw,7,1.6618695198799722,0.0
29,Trait_LDA,7,2.456743433500461,0.0
30,State_LDA,7,1.7265247788438607,0.0
31,Joint_LDA,7,2.0131457366988585,0.0
32,Raw,8,1.349597276022676,0.0
33,Trait_LDA,8,2.096989826523181,0.0
34,State_LDA,8,0.7710903292694266,0.0
35,Joint_LDA,8,1.4646761627569171,0.0
36,Raw,9,1.6055742927195351,0.0
37,Trait_LDA,9,2.0001831068417646,0.0
38,State_LDA,9,1.3729310568177036,0.0
39,Joint_LDA,9,1.6435711562487618,0.0
