,space,seed,hier_ratio,hier_pval
0,Raw,0,4.358372479806759,0.0
1,Trait_LDA,0,7.580885977446065,0.0
2,State_LDA,0,2.636324106070772,0.0
3,Joint_LDA,0,5.638731793922725,0.0
4,Raw,1,6.309182361957528,0.0
5,Trait_LDA,1,10.528639442861044,0.0
6,State_LDA,1,9.061578623637912,0.0
7,Joint_LDA,1,8.106786073755922,0.0
8,Raw,2,4.287908700331536,0.0
9,Trait_LDA,2,7.493133036815484,0.0
10,State_LDA,2,4.545841933514053,0.0
11,Joint_LDA,2,6.121205335095067,0.0
12,Raw,3,4.280356296937666,0.0
13,Trait_LDA,3,7.220616526359392,0.0
14,State_LDA,3,5.735558184417417,0.0
15,Joint_LDA,3,5.306101715159959,0.0
16,Raw,4,4.579013173850525,0.0
17,Trait_LDA,4,4.2960988160089,0.0
18,State_LDA,4,6.719750898311808,0.0
19,Joint_LDA,4,5.346392814073509,0.0
20,Raw,5,4.541481527740276,0.0
21,Trait_LDA,5,6.85648643020498,0.0
22,State_LDA,5,3.198324404952589,0.0
23,Joint_LDA,5,5.577911561354028,0.0
24,Raw,6,4.815519388947639,0.0
25,Trait_LDA,6,7.2496167150981865,0.0
26,State_LDA,6,3.7246618076937255,0.0
27,Joint_LDA,6,6.0025980413026785,0.0
28,Raw,7,4.089591321521323,0.0
29,Trait_LDA,7,5.914627900996129,0.0
30,State_LDA,7,6.446164902656049,0.0
31,Joint_LDA,7,4.860339255395681,0.0
32,Raw,8,5.094830469392735,0.0
33,Trait_LDA,8,9.986755289468883,0.0
34,State_LDA,8,3.8181820165788456,0.0
35,Joint_LDA,8,6.305017842671857,0.0
36,Raw,9,4.721279981229894,0.0
37,Trait_LDA,9,7.429351879206465,0.0
38,State_LDA,9,4.934651938789076,0.0
39,Joint_LDA,9,5.549083806846809,0.0
