,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,2.7677534081362962,0.35474788713969824,3.565709365133233,0.5027533712038939,1.2977712790218976,0.17641653245749303,0.0,0.0
Raw,4.857881176838737,1.168639546724867,4.595835345508232,0.3047971677624249,0.9819801443009689,0.1687293666097509,0.0,0.0
State_LDA,2.358068816879178,0.9425765174607066,0.9710545483387547,0.2043947675259954,0.4396930080182253,0.09538075860321012,0.0,0.0
Trait_LDA,2.756632973036895,0.36470666680917324,4.060031995065584,0.3941602106791257,1.4887835026733753,0.18910635840760906,0.0,0.0
