,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,2.8386584357822326,,3.8437383638399707,,1.3540686386880407,,0.0,
Raw,4.016593918832047,,4.273986930267967,,1.0640824082885545,,0.0,
State_LDA,1.899514770542475,,0.9277259087711796,,0.488401523988273,,0.0,
Trait_LDA,2.6842694847284103,,4.166900004104715,,1.5523404143329949,,0.0,
