pca_dim,lda_dim,val_bal_acc
5,1,0.010143083472920155
5,2,0.03214462590731435
5,3,0.06487986460078168
5,4,0.10004267867113344
5,5,0.13539592406476827
5,6,0.13539592406476827
5,7,0.13539592406476827
5,8,0.13539592406476827
5,9,0.13539592406476827
5,10,0.13539592406476827
5,11,0.13539592406476827
5,12,0.13539592406476827
5,13,0.13539592406476827
5,14,0.13539592406476827
5,15,0.13539592406476827
5,16,0.13539592406476827
5,17,0.13539592406476827
5,18,0.13539592406476827
5,19,0.13539592406476827
5,20,0.13539592406476827
15,1,0.009316387493020658
15,2,0.0334178531546622
15,3,0.07511514517029592
15,4,0.11952653545505305
15,5,0.16397268983807928
15,6,0.20362195002791736
15,7,0.23932596314907872
15,8,0.2718012772194305
15,9,0.2937918900055835
15,10,0.31254245533221664
15,11,0.32717234087102176
15,12,0.33985187046342824
15,13,0.34816605248464544
15,14,0.3582803391959799
15,15,0.36658458263539917
15,16,0.36658458263539917
15,17,0.36658458263539917
15,18,0.36658458263539917
15,19,0.36658458263539917
15,20,0.36658458263539917
25,1,0.009965759352317142
25,2,0.034249839475153546
25,3,0.07262406476828588
25,4,0.11705149357900616
25,5,0.16213814907872698
25,6,0.19919674762702402
25,7,0.23453728364042434
25,8,0.2622307998324958
25,9,0.29003583193746507
25,10,0.3108729131769961
25,11,0.32817996231155777
25,12,0.34494047319932997
25,13,0.3592032802903406
25,14,0.37244098967057504
25,15,0.38468646007816865
25,16,0.39550226130653265
25,17,0.40338370323841427
25,18,0.4108228922389726
25,19,0.4189255374092685
25,20,0.42659508654383027
