,space,seed,hier_ratio,hier_pval
0,Raw,0,1.8274731737968142,0.0
1,Trait_LDA,0,2.6103217200503783,0.0
2,State_LDA,0,1.032399672840451,0.0
3,Joint_LDA,0,1.799691328922495,0.0
4,Raw,1,2.0558931253814183,0.0
5,Trait_LDA,1,2.661486790014581,0.0
6,State_LDA,1,1.4190680424783735,0.0
7,Joint_LDA,1,1.8848872481856485,0.0
8,Raw,2,2.326835581855661,0.0
9,Trait_LDA,2,3.617092726321469,0.0
10,State_LDA,2,0.5582501970709446,0.0
11,Joint_LDA,2,2.407812525743008,0.0
12,Raw,3,1.885813218076198,0.0
13,Trait_LDA,3,3.652069180541495,0.0
14,State_LDA,3,0.913321522740463,0.0
15,Joint_LDA,3,2.186350366626159,0.0
16,Raw,4,1.7740032766241656,0.0
17,Trait_LDA,4,3.2393818171492312,0.0
18,State_LDA,4,0.5637277436212331,0.0
19,Joint_LDA,4,2.5990137489522893,0.0
20,Raw,5,1.4567951859705703,0.0
21,Trait_LDA,5,1.555143364509744,0.0
22,State_LDA,5,1.1437375611106089,0.0
23,Joint_LDA,5,1.4033587940776493,0.0
24,Raw,6,2.112893070375016,0.0
25,Trait_LDA,6,3.13215955005746,0.0
26,State_LDA,6,1.5083712472011848,0.131
27,Joint_LDA,6,2.431328593404898,0.0
28,Raw,7,2.5347598695760163,0.0
29,Trait_LDA,7,3.2033862136483453,0.0
30,State_LDA,7,0.9384926314352632,0.0
31,Joint_LDA,7,2.492593758589401,0.0
32,Raw,8,1.7487828123533704,0.0
33,Trait_LDA,8,2.0936841103122465,0.0
34,State_LDA,8,0.7938823344083733,0.0
35,Joint_LDA,8,1.523900666179211,0.0
36,Raw,9,1.4400250450455914,0.0
37,Trait_LDA,9,1.5669629961001255,0.0
38,State_LDA,9,1.5032130135653443,0.019
39,Joint_LDA,9,1.4805800009527446,0.0
