,space,seed,hier_ratio,hier_pval
0,Raw,0,7.4862676443242,0.0
1,Trait_LDA,0,69.4253425258415,0.0
2,State_LDA,0,2.060561631891288,0.0
3,Joint_LDA,0,4.200450579552237,0.0
4,Raw,1,3.8986376458713896,0.0
5,Trait_LDA,1,3.625290265137708,0.0
6,State_LDA,1,6.526552318128725,0.0
7,Joint_LDA,1,5.571395409528669,0.0
8,Raw,2,7.309325272902447,0.0
9,Trait_LDA,2,13.09549945927492,0.0
10,State_LDA,2,23.86629284211224,0.0
11,Joint_LDA,2,12.407560282035242,0.0
12,Raw,3,4.490340922715472,0.0
13,Trait_LDA,3,3.7098026166459004,0.0
14,State_LDA,3,4.340750038598034,0.0
15,Joint_LDA,3,3.7924346515806535,0.0
16,Raw,4,4.274254098459059,0.0
17,Trait_LDA,4,3.8989882135632996,0.0
18,State_LDA,4,1.0,0.203
19,Joint_LDA,4,4.069689132737246,0.0
20,Raw,5,0.9412081421526562,0.0
21,Trait_LDA,5,1.0,0.032
22,State_LDA,5,0.47908558349632757,0.0
23,Joint_LDA,5,0.7715088960175207,0.0
24,Raw,6,2.2897321258848207,0.0
25,Trait_LDA,6,0.6425195518696051,0.0
26,State_LDA,6,0.9520632733232287,0.007
27,Joint_LDA,6,1.9966335825513335,0.0
28,Raw,7,1.1373771666957284,0.0
29,Trait_LDA,7,1.0,0.0
30,State_LDA,7,0.628526996178935,0.0
31,Joint_LDA,7,0.7223914292219247,0.0
32,Raw,8,2.9385856233961682,0.0
33,Trait_LDA,8,10.244727599337157,0.0
34,State_LDA,8,1.5625034370758906,0.0
35,Joint_LDA,8,2.5592608797313297,0.0
36,Raw,9,7.497210864354822,0.0
37,Trait_LDA,9,11.169189937140139,0.0
38,State_LDA,9,1.0,0.005
39,Joint_LDA,9,4.162787357868358,0.0
