,subject,subject,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,,,
Joint_LDA,7.5,,0.9352678571428573,,0.7705357142857142,,0.4401785714285714,,0.9330700468441385,,0.7608830606483926,,0.3397192865370761,
Raw,7.5,,0.9633928571428572,,0.8263392857142857,,0.6991071428571428,,0.9607073051966587,,0.8250096706315713,,0.6677403560358597,
State_LDA,7.5,,0.08928571428571429,,0.8178571428571428,,0.8008928571428572,,0.06778986558514762,,0.8085718165716337,,0.7897993639337796,
Trait_LDA,7.5,,0.9508928571428571,,0.459375,,0.25491071428571427,,0.9483997067545004,,0.4377635659440969,,0.12135022814573415,
