,,subject,subject,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1,kappa_trait,kappa_trait,kappa_within,kappa_within,kappa_between,kappa_between
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
num_subjects,space,,,,,,,,,,,,,,,,,,,,
4,Joint_LDA,6.6,2.1864481598143493,0.20125,0.06961576090704365,0.25515625000000003,0.013562684010528476,0.255,0.012560616912485724,0.0913786391642172,0.025852968994631523,0.15971967442917015,0.023824110328745825,0.20186941367262795,0.029596323821031435,-0.06500000000000002,0.09282101454272487,0.006875000000000001,0.018083578680704628,0.006666666666666682,0.016747489216647624
4,Raw,6.6,2.1864481598143493,0.21156250000000001,0.048452618608285765,0.2503125,0.009075063131093526,0.24984375,0.014404596645303492,0.09486949916958573,0.01840049271748962,0.14404862980728644,0.020982806847799216,0.2065765978846521,0.021330390102954053,-0.05125000000000003,0.06460349147771431,0.0004166666666666818,0.012100084174791378,-0.00020833333333332703,0.019206128860404674
4,State_LDA,6.6,2.1864481598143493,0.21421875000000004,0.07091543189534122,0.253125,0.017921510973005463,0.24546874999999999,0.012830906494021908,0.1524556542247248,0.04283215006061345,0.21198800348450933,0.029644468608720595,0.21099299648759345,0.029245228337229808,-0.04770833333333334,0.09455390919378827,0.004166666666666671,0.023895347964007305,-0.006041666666666637,0.017107875325362527
4,Trait_LDA,6.6,2.1864481598143493,0.23734375000000002,0.014272163867414537,0.250625,0.006555055301063451,0.25109375,0.006950734998105512,0.10177260215333961,0.005493590401819716,0.1196574504418015,0.022031289996537886,0.14478621418525806,0.012500536725081685,-0.016874999999999994,0.019029551823219384,0.0008333333333333415,0.008740073734751257,0.001458333333333331,0.00926764666414069
