,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,0.7889713859024833,,2.3303970255855093,,2.9537155177305072,,0.0,
Raw,1.895806230983283,,9.231334002496647,,4.869344689150379,,0.0,
State_LDA,0.7834451640364536,,2.3986977807415624,,3.06173027909577,,0.0,
Trait_LDA,1.895806230983283,,9.231334002496647,,4.869344689150379,,0.0,
