,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,1.8209258567440105,0.48659094256986035,8.187775848602552,2.2084418769145584,4.9512326820447035,2.441629642023667,0.0,0.0
Raw,2.2177999341184975,0.4586691777000209,16.703842386540543,3.2195953810957105,7.832874189815273,2.3548500693710674,0.0,0.0
State_LDA,0.7405681296945279,0.09057425174414965,2.731015121477541,1.377388169926015,3.5639604215447824,1.427836995488109,0.0,0.0
Trait_LDA,4.3346579194337265,1.7396397626268199,7.079065663707141,1.1333710817368967,1.9471544154610505,1.0117232839583437,0.0,0.0
