,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,1.673496805780218,,8.224282986178768,,4.914430047175645,,0.0,
Raw,2.1743770202306205,,15.803718015107423,,7.268159048807108,,0.0,
State_LDA,0.8296033700285514,,2.634608685057687,,3.175744916473778,,0.0,
Trait_LDA,3.263731421238756,,6.604064228126772,,2.023470493053067,,0.0,
