,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,0.8478881524378881,0.1259982625885055,4.268079129227116,0.6562426154608666,5.0527762845996325,0.4604110667266351,0.0,0.0
Raw,1.5473522248113927,1.3187224117137413,9.34147116020181,7.0781201968613345,6.329540995041225,0.5677895325945681,0.0,0.0
State_LDA,0.7819353264436004,0.22594585982701437,3.971227925204854,1.055034223293323,5.143233015910715,0.46377087679721524,0.0,0.0
Trait_LDA,1.5473522248113927,1.3187224117137413,9.34147116020181,7.0781201968613345,6.329540995041225,0.5677895325945681,0.0,0.0
