,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,0.9918470162559939,,39.16170102724986,,39.483610259853116,,0.0,
Raw,1.0608539751916455,,50.879150557774835,,47.960559839146015,,0.0,
State_LDA,0.990331384132481,,40.721303025186614,,41.11886554101081,,0.0,
Trait_LDA,1.0608539751916455,,50.879150557774835,,47.960559839146015,,0.0,
