,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,0.8456264082926083,0.1386863364879428,28.380755681880693,32.60897613718701,28.901602485679767,31.875016206574365,0.0,0.0
Raw,1.1653352692001668,0.11309173741305187,40.029489290899434,33.688810432980816,36.91246557596217,33.18413255279863,0.0,0.0
State_LDA,0.8546181389121635,0.13060848081325074,29.56149075109901,33.62395882157801,30.140196457843462,32.89577549721454,0.0,0.0
Trait_LDA,1.1653352692001668,0.11309173741305187,40.029489290899434,33.688810432980816,36.91246557596217,33.18413255279863,0.0,0.0
