,,subject,subject,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
num_subjects,space,,,,,,,,,,,,,,
4,Joint_LDA,28.375,6.867040847410185,0.0,0.0,0.50975,0.015158880785422995,0.49074999999999996,0.014662878298615192,0.0,0.0,0.46525377263105383,0.019850160394296767,0.4494072285152965,0.032843714625049376
4,Raw,28.375,6.867040847410185,0.0,0.0,0.513375,0.014179528475156637,0.49124999999999996,0.008994597143717883,0.0,0.0,0.4605210935861982,0.014579859730183555,0.45052761853744494,0.014691815189383192
4,State_LDA,28.375,6.867040847410185,0.0,0.0,0.49387499999999995,0.013647980111031506,0.5001249999999999,0.013850015042109766,0.0,0.0,0.462752072544715,0.033874584298593594,0.463877561301197,0.02497224607208557
4,Trait_LDA,28.375,6.867040847410185,0.0,0.0,0.507625,0.006164695630947464,0.500625,0.009793882727952627,0.0,0.0,0.42529492370125965,0.021616899455794737,0.44936587971057673,0.043411837981715634
