num_subjects,seed,split_type,space,hier_ratio,inter,intra,hier_pval
10,0,trait,Raw,2.1458279309986334,15.965532303608668,7.440266795380265,0.0
10,0,trait,Trait_LDA,3.3371640255301838,7.05202063326397,2.113177709969949,0.0
10,0,trait,State_LDA,1.2626644030455725,2.473560676454406,1.9590008797968221,0.0
10,0,trait,Joint_LDA,3.004443299889728,7.4317211469162086,2.473576767845469,0.0
10,1,trait,Raw,2.532315412447737,19.12981833033276,7.554279469413279,0.0
10,1,trait,Trait_LDA,3.144675128109837,8.574264433570303,2.7265978469210004,0.0
10,1,trait,State_LDA,1.640666665987059,3.6495467670887574,2.224429155993801,0.0
10,1,trait,Joint_LDA,3.154386650803578,9.007741652305658,2.8556238183454594,0.0
10,2,trait,Raw,3.052664098534698,19.80795385756434,6.488743346204487,0.0
10,2,trait,Trait_LDA,3.1075783501131387,7.5683482133105375,2.4354488803267,0.0
10,2,trait,State_LDA,1.559705533505933,3.4592759972780436,2.2179032663314486,0.0
10,2,trait,Joint_LDA,2.7994070153759316,10.084989025044965,3.6025447423874,0.0
10,3,trait,Raw,2.414435118853448,21.867267093950066,9.056887436401379,0.0
10,3,trait,Trait_LDA,3.67502808567531,12.000599010639373,3.265444162839421,0.0
10,3,trait,State_LDA,1.3188832167055484,4.122470252323305,3.125728040289166,0.0
10,3,trait,Joint_LDA,3.3745672918565117,14.004372742026614,4.149975843072353,0.0
10,4,trait,Raw,2.5674633429787295,17.735324992764166,6.907722768959937,0.0
10,4,trait,Trait_LDA,2.896150989886592,8.02678520841026,2.771535474648915,0.0
10,4,trait,State_LDA,1.5471983202438868,3.9601867036469067,2.55958570522663,0.0
10,4,trait,Joint_LDA,2.731733685033916,8.623887537302462,3.1569283581885443,0.0
10,5,trait,Raw,2.7172278692028162,15.145544150463518,5.573895484483948,0.0
10,5,trait,Trait_LDA,4.552807633115811,7.441035910597313,1.63438399120432,0.0
10,5,trait,State_LDA,1.4946475074675778,2.2842077524204596,1.528258496406725,0.0
10,5,trait,Joint_LDA,4.166969363454032,7.854841799568624,1.8850250900471432,0.0
10,6,trait,Raw,2.812453999444445,20.709895670972237,7.3636388986497705,0.0
10,6,trait,Trait_LDA,3.3081734636150575,9.563214414385502,2.89078384781406,0.0
10,6,trait,State_LDA,1.7938064117656334,4.708412187067559,2.624816232222682,0.0
10,6,trait,Joint_LDA,3.3811169001381094,11.07161235912519,3.274542905828824,0.0
10,7,trait,Raw,1.8151353509045471,17.00616214505637,9.369087620149973,0.0
10,7,trait,Trait_LDA,3.2425621130668585,8.215865778024789,2.5337574089688335,0.0
10,7,trait,State_LDA,1.44448259666783,3.003592515465174,2.079355280841693,0.0
10,7,trait,Joint_LDA,3.2251890038767184,9.894435737929511,3.0678622945930525,0.0
10,8,trait,Raw,2.0512860083749342,23.233629811167507,11.32637268343365,0.0
10,8,trait,Trait_LDA,3.43921178862762,11.027471129877009,3.2063948973254135,0.0
10,8,trait,State_LDA,1.279635787330245,3.820184282980211,2.9853684312396522,0.0
10,8,trait,Joint_LDA,2.580571034840843,13.699532845591728,5.3087214653777774,0.0
10,9,trait,Raw,2.419206667508514,13.363529547111959,5.523930520940054,0.0
10,9,trait,Trait_LDA,2.6767132274647087,8.874043904015622,3.3152762921939205,0.0
10,9,trait,State_LDA,1.5067111549843837,4.240964788105231,2.8147165261739806,0.0
10,9,trait,Joint_LDA,2.2823280856121557,11.692701660395663,5.123146726409187,0.0
20,0,trait,Raw,3.0145385370079976,13.611484286389445,4.515279575725435,0.0
20,0,trait,Trait_LDA,3.1851346131637284,6.829601126802858,2.144211142153002,0.0
20,0,trait,State_LDA,1.73985404370101,2.3587312119323283,1.355706371159069,0.0
20,0,trait,Joint_LDA,3.0647434184307314,8.032828325774522,2.6210443189034223,0.0
20,1,trait,Raw,2.0550857621699317,17.290634403323683,8.41358288866095,0.0
20,1,trait,Trait_LDA,2.6465117899788293,6.846673090946502,2.587055578921593,0.0
20,1,trait,State_LDA,1.6549580941001545,3.2450610811960936,1.960811631886378,0.0
20,1,trait,Joint_LDA,2.4796774476145327,7.726074325335654,3.115757790501419,0.0
20,2,trait,Raw,2.299529611072961,18.58639800832332,8.08269566037504,0.0
20,2,trait,Trait_LDA,3.2831020002738183,7.664779317397802,2.334615042955882,0.0
20,2,trait,State_LDA,1.4799543056543947,3.094572937028983,2.090992218614918,0.0
20,2,trait,Joint_LDA,2.7527482790678564,9.155096290035768,3.3258022027120817,0.0
20,3,trait,Raw,2.8355784926448773,15.617570795310332,5.507719442724046,0.0
20,3,trait,Trait_LDA,3.1255546558379876,8.122041718277469,2.5985921260749416,0.0
20,3,trait,State_LDA,1.8359440734948298,3.2936262324120538,1.7939687161289388,0.0
20,3,trait,Joint_LDA,3.1143557340797097,9.227151136715595,2.9627800818464345,0.0
20,4,trait,Raw,2.7497163652121492,18.541660972442934,6.743117656432316,0.0
20,4,trait,Trait_LDA,4.378421982603969,9.130897398679513,2.0854311062199433,0.0
20,4,trait,State_LDA,1.6975294637918161,3.32210900315611,1.9570258272486345,0.0
20,4,trait,Joint_LDA,3.7188105833389895,10.293738155208906,2.7680189470598204,0.0
20,5,trait,Raw,1.9218309614270994,17.413360062237064,9.060817736699578,0.0
20,5,trait,Trait_LDA,1.6346811491548747,13.080137988673407,8.001644843972048,0.0
20,5,trait,State_LDA,1.3912785665613563,5.176264990218526,3.7205094038155364,0.0
20,5,trait,Joint_LDA,1.6543795285917005,13.411328566296374,8.106561000372654,0.0
20,6,trait,Raw,2.017041048218048,17.19346416572406,8.524102264013715,0.0
20,6,trait,Trait_LDA,2.71926131708994,7.064051085711297,2.5977830969445046,0.0
20,6,trait,State_LDA,1.5121449353283718,3.002367079620631,1.9855021892915627,0.0
20,6,trait,Joint_LDA,2.5316948206362224,7.974738378305665,3.1499603796248987,0.0
20,7,trait,Raw,2.045921863389629,22.443830825949764,10.970033229306921,0.0
20,7,trait,Trait_LDA,2.0297852028329357,9.871498459747254,4.86332171796788,0.0
20,7,trait,State_LDA,1.4827187201095435,4.542468231935414,3.063607527393878,0.0
20,7,trait,Joint_LDA,1.9696675856946966,11.369486860122446,5.772287132456647,0.0
20,8,trait,Raw,2.198819145498711,18.497744910784327,8.412581338784404,0.0
20,8,trait,Trait_LDA,3.0240067829115542,7.277669658270391,2.406631393618553,0.0
20,8,trait,State_LDA,1.5265518575002044,3.207863859082676,2.1013788973639542,0.0
20,8,trait,Joint_LDA,2.5344531940533828,8.048331562747805,3.175569224017117,0.0
20,9,trait,Raw,2.4175708388069106,17.590846563413834,7.276248654659919,0.0
20,9,trait,Trait_LDA,2.7481940527092754,6.053578941377735,2.202747995691892,0.0
20,9,trait,State_LDA,1.5595917364860512,3.0977392788888194,1.986250123297268,0.0
20,9,trait,Joint_LDA,2.6365321953522134,7.50030731807994,2.844762271935002,0.0
40,0,trait,Raw,2.487954095177285,17.609658860351345,7.077967754504139,0.0
40,0,trait,Trait_LDA,2.8713421419372396,6.874339221567416,2.3941205477273533,0.0
40,0,trait,State_LDA,1.7300168646395304,3.0380574493254837,1.756085452934876,0.0
40,0,trait,Joint_LDA,2.668423570141665,7.7899145084590575,2.919294596114475,0.0
40,1,trait,Raw,2.5355401488808673,17.01938729838864,6.712332007797483,0.0
40,1,trait,Trait_LDA,3.1399527059207957,6.4354321217073505,2.0495315453549643,0.0
40,1,trait,State_LDA,1.6492025672752413,3.0107314494128654,1.8255680103549061,0.0
40,1,trait,Joint_LDA,2.7155165763250437,7.4845013465424035,2.7561979962837535,0.0
40,2,trait,Raw,2.4233695958393757,17.39897072159291,7.179660399909605,0.0
40,2,trait,Trait_LDA,2.8695096778221707,7.043895445847475,2.4547383479094855,0.0
40,2,trait,State_LDA,1.69682994195059,3.3479217986649985,1.973044979873703,0.0
40,2,trait,Joint_LDA,2.470829047591949,7.687324978246096,3.111233043717898,0.0
40,3,trait,Raw,2.533451085292013,13.972160087539985,5.515070004175555,0.0
40,3,trait,Trait_LDA,2.8868272352737567,6.2913132069705435,2.179317532444556,0.0
40,3,trait,State_LDA,1.8828474191125086,3.0199245752453305,1.6039135962853486,0.0
40,3,trait,Joint_LDA,2.9346229176124585,7.610490466068799,2.593345271173892,0.0
40,4,trait,Raw,2.3861472770771153,14.404254139489492,6.036615710130778,0.0
40,4,trait,Trait_LDA,2.730892052009309,6.20528935567442,2.2722572835161143,0.0
40,4,trait,State_LDA,1.8984309980283378,2.911954573792393,1.5338743292838533,0.0
40,4,trait,Joint_LDA,2.6843219489501213,7.160943337727566,2.6676916830070696,0.0
40,5,trait,Raw,2.266372121963413,15.750183448657015,6.9495134078035905,0.0
40,5,trait,Trait_LDA,2.6517581563867596,6.905262750327695,2.6040318698356293,0.0
40,5,trait,State_LDA,1.735434119269524,3.309900445975277,1.9072463824604733,0.0
40,5,trait,Joint_LDA,2.3261683443523307,8.503586201541498,3.6556194319242747,0.0
40,6,trait,Raw,2.6808813420022064,13.087069510759846,4.881629524485338,0.0
40,6,trait,Trait_LDA,3.4568042816783424,6.667635013505162,1.9288436573759107,0.0
40,6,trait,State_LDA,1.737927637642615,2.3563796048047587,1.3558559940971038,0.0
40,6,trait,Joint_LDA,3.1873787701010263,7.478778614199781,2.3463727261892804,0.0
40,7,trait,Raw,2.477757402723226,14.611733454434054,5.897160649535242,0.0
40,7,trait,Trait_LDA,2.9445057170274915,6.094126183219776,2.069660163326787,0.0
40,7,trait,State_LDA,1.8366476115025778,2.9204496444372463,1.5900979731479357,0.0
40,7,trait,Joint_LDA,2.779028781002264,7.41277345009078,2.667397149955872,0.0
40,8,trait,Raw,2.5027554995354353,16.524165596858193,6.60238908671879,0.0
40,8,trait,Trait_LDA,2.896306921244531,7.4049298806892,2.5566799659158126,0.0
40,8,trait,State_LDA,1.858175686652212,3.320967767829364,1.787219471056903,0.0
40,8,trait,Joint_LDA,2.6561510344060997,9.250246715849338,3.4825755749682514,0.0
40,9,trait,Raw,2.3609774680423015,16.762950420069618,7.100004403671538,0.0
40,9,trait,Trait_LDA,3.2850335951197,7.039314099724784,2.142843869293302,0.0
