,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,3.432423970227179,1.000964394028526,11.339767008733707,2.4179528152061844,3.56986495458682,1.2463264945796306,0.0,0.0
Raw,2.4709784177857665,0.5431304918338671,19.692544450192933,4.1365672977057635,8.250908623636239,2.311174486752047,0.0,0.0
State_LDA,1.3932955530174809,0.29885128800852895,3.988236454330589,1.3478643769666387,2.8997293885111546,0.8957354221398277,0.0,0.0
Trait_LDA,4.819180169859838,0.7277258625811714,8.733010223748552,1.3616903338985598,1.8476810741691998,0.3927322997961464,0.0,0.0
