,space,seed,hier_ratio,hier_pval
0,Raw,0,2.500117032572536,0.0
1,Trait_LDA,0,6.0003811824859445,0.0
2,State_LDA,0,1.071627829192724,0.0
3,Joint_LDA,0,3.2318387720724417,0.0
4,Raw,1,2.6981303157830663,0.0
5,Trait_LDA,1,7.246983384463463,0.0
6,State_LDA,1,1.044362981098234,0.0
7,Joint_LDA,1,3.4606128268621665,0.0
8,Raw,2,2.3320991121774353,0.0
9,Trait_LDA,2,7.276304925088132,0.0
10,State_LDA,2,1.2865398741862866,0.0
11,Joint_LDA,2,3.805392448289163,0.0
12,Raw,3,3.0763697433104635,0.0
13,Trait_LDA,3,6.6637637479884155,0.0
14,State_LDA,3,1.212999265423522,0.0
15,Joint_LDA,3,3.3395068067929534,0.0
16,Raw,4,2.6658778499632847,0.0
17,Trait_LDA,4,7.348004748022366,0.0
18,State_LDA,4,1.081090843315117,0.0
19,Joint_LDA,4,3.190358301482642,0.0
20,Raw,5,2.6784634711598834,0.0
21,Trait_LDA,5,6.158484594048253,0.0
22,State_LDA,5,1.1161593652539563,0.0
23,Joint_LDA,5,3.251418626219686,0.0
24,Raw,6,2.7851305760855163,0.0
25,Trait_LDA,6,6.2082833665555865,0.0
26,State_LDA,6,0.9671390130601929,0.0
27,Joint_LDA,6,3.249675598908527,0.0
28,Raw,7,2.5351040999065733,0.0
29,Trait_LDA,7,6.639059207173764,0.0
30,State_LDA,7,1.129130671558582,0.0
31,Joint_LDA,7,3.547601255524197,0.0
32,Raw,8,2.061242594932394,0.0
33,Trait_LDA,8,5.512431398888744,0.0
34,State_LDA,8,0.9750169254464803,0.0
35,Joint_LDA,8,2.9250635645778,0.0
36,Raw,9,2.794203162402075,0.0
37,Trait_LDA,9,6.314569672586427,0.0
38,State_LDA,9,0.9549913445422048,0.0
39,Joint_LDA,9,3.230096560224901,0.0
