,space,seed,hier_ratio,hier_pval
0,Raw,0,2.7080188047635203,0.0
1,Trait_LDA,0,4.104598306812048,0.0
2,State_LDA,0,1.326058351284966,0.0
3,Joint_LDA,0,3.1640213649247553,0.0
4,Raw,1,2.5171470087571084,0.0
5,Trait_LDA,1,3.8352429945209003,0.0
6,State_LDA,1,1.3985054495133578,0.0
7,Joint_LDA,1,3.05016571583956,0.0
8,Raw,2,2.357177444163546,0.0
9,Trait_LDA,2,3.5330162727318686,0.0
10,State_LDA,2,1.3473120767039604,0.0
11,Joint_LDA,2,2.918809088091642,0.0
12,Raw,3,2.511724839991274,0.0
13,Trait_LDA,3,3.7152160866089963,0.0
14,State_LDA,3,1.3288511201426,0.0
15,Joint_LDA,3,2.8377301581039784,0.0
16,Raw,4,2.1164681106394765,0.0
17,Trait_LDA,4,2.735658502713031,0.0
18,State_LDA,4,1.2869299246016996,0.0
19,Joint_LDA,4,2.062959567039178,0.0
20,Raw,5,2.464623234902777,0.0
21,Trait_LDA,5,3.580814559444335,0.0
22,State_LDA,5,1.4209711957898792,0.0
23,Joint_LDA,5,3.0002121188880504,0.0
24,Raw,6,2.5159892621815643,0.0
25,Trait_LDA,6,3.867665728338357,0.0
26,State_LDA,6,1.3265978492953971,0.0
27,Joint_LDA,6,2.542633111946686,0.0
28,Raw,7,2.2567872305982366,0.0
29,Trait_LDA,7,3.06308857211084,0.0
30,State_LDA,7,1.315845960921155,0.0
31,Joint_LDA,7,2.485782104720729,0.0
32,Raw,8,2.4686076469656273,0.0
33,Trait_LDA,8,3.529995266558751,0.0
34,State_LDA,8,1.3495151712171314,0.0
35,Joint_LDA,8,2.7585807661347364,0.0
36,Raw,9,2.459574663674902,0.0
37,Trait_LDA,9,3.9183654865379207,0.0
38,State_LDA,9,1.364035330988901,0.0
39,Joint_LDA,9,3.0759817683169177,0.0
