,space,seed,hier_ratio,hier_pval
0,Raw,0,2.5389309983055695,0.0
1,Trait_LDA,0,3.180411988391849,0.0
2,State_LDA,0,1.3883218426717503,0.0
3,Joint_LDA,0,2.6809895922555547,0.0
4,Raw,1,2.5287480471988695,0.0
5,Trait_LDA,1,3.206711902126639,0.0
6,State_LDA,1,1.3961344414990642,0.0
7,Joint_LDA,1,2.709436254338765,0.0
8,Raw,2,2.6345734844369004,0.0
9,Trait_LDA,2,3.6214450190653,0.0
10,State_LDA,2,1.4767094350093874,0.0
11,Joint_LDA,2,2.8588984828909028,0.0
12,Raw,3,2.602420195767312,0.0
13,Trait_LDA,3,3.350761150630164,0.0
14,State_LDA,3,1.4782748261929646,0.0
15,Joint_LDA,3,2.8961982864874893,0.0
16,Raw,4,2.567718484231869,0.0
17,Trait_LDA,4,3.461650897556699,0.0
18,State_LDA,4,1.4380167001917414,0.0
19,Joint_LDA,4,2.697029032657812,0.0
20,Raw,5,2.6448006804480597,0.0
21,Trait_LDA,5,3.408097729359864,0.0
22,State_LDA,5,1.4316922673523038,0.0
23,Joint_LDA,5,2.609349965305239,0.0
24,Raw,6,2.7072951377962573,0.0
25,Trait_LDA,6,3.5415570582494156,0.0
26,State_LDA,6,1.4928485622902696,0.0
27,Joint_LDA,6,3.0781537702488566,0.0
28,Raw,7,2.7773397536758524,0.0
29,Trait_LDA,7,3.7333692824337876,0.0
30,State_LDA,7,1.4675737105530406,0.0
31,Joint_LDA,7,3.006398645796866,0.0
32,Raw,8,2.689855099260281,0.0
33,Trait_LDA,8,3.5622003653503076,0.0
34,State_LDA,8,1.4381167618614141,0.0
35,Joint_LDA,8,2.751554639887354,0.0
36,Raw,9,2.8537864062927474,0.0
37,Trait_LDA,9,3.8314083071385356,0.0
38,State_LDA,9,1.5162087105839002,0.0
39,Joint_LDA,9,3.2673700969562702,0.0
