,space,seed,hier_ratio,hier_pval
0,Raw,0,2.212655337726551,0.0
1,Trait_LDA,0,4.994904668658329,0.0
2,State_LDA,0,1.095325170956385,0.0
3,Joint_LDA,0,2.3110943065330214,0.0
4,Raw,1,2.3439978785484636,0.0
5,Trait_LDA,1,5.118412845648151,0.0
6,State_LDA,1,1.1651424875549352,0.0
7,Joint_LDA,1,2.274175163649891,0.0
8,Raw,2,2.0682866767196892,0.0
9,Trait_LDA,2,5.366073550208391,0.0
10,State_LDA,2,1.1507550618684872,0.0
11,Joint_LDA,2,2.550364220354737,0.0
12,Raw,3,2.5127774613944287,0.0
13,Trait_LDA,3,5.667846948303906,0.0
14,State_LDA,3,1.1523653018347897,0.0
15,Joint_LDA,3,2.2705992388242544,0.0
16,Raw,4,2.322703654224866,0.0
17,Trait_LDA,4,5.486116450098994,0.0
18,State_LDA,4,1.137684567471948,0.0
19,Joint_LDA,4,2.2575923355959095,0.0
20,Raw,5,2.2849492302859926,0.0
21,Trait_LDA,5,4.918687315474962,0.0
22,State_LDA,5,1.1327872481174401,0.0
23,Joint_LDA,5,2.1981856623212037,0.0
24,Raw,6,2.3985366596118682,0.0
25,Trait_LDA,6,5.253241575683964,0.0
26,State_LDA,6,1.0634849425943864,0.0
27,Joint_LDA,6,2.4375910041634086,0.0
28,Raw,7,2.148811994704173,0.0
29,Trait_LDA,7,4.623834622530164,0.0
30,State_LDA,7,1.1328469489237525,0.0
31,Joint_LDA,7,2.240405515032867,0.0
32,Raw,8,1.8869964080237198,0.0
33,Trait_LDA,8,4.475866445609093,0.0
34,State_LDA,8,1.0298210565406494,0.0
35,Joint_LDA,8,2.159449449430492,0.0
36,Raw,9,2.292417388718255,0.0
37,Trait_LDA,9,5.16432795299351,0.0
38,State_LDA,9,1.0142916680847025,0.0
39,Joint_LDA,9,2.3379015776523717,0.0
