,space,seed,hier_ratio,hier_pval
0,Raw,0,3.4193722288727217,0.0
1,Trait_LDA,0,4.339450413152219,0.0
2,State_LDA,0,1.5160456962679505,0.0
3,Joint_LDA,0,4.593271905250738,0.0
4,Raw,1,3.4759143675556463,0.0
5,Trait_LDA,1,4.666863862262659,0.0
6,State_LDA,1,1.575650978024983,0.0
7,Joint_LDA,1,4.699268198288336,0.0
8,Raw,2,3.610873067941368,0.0
9,Trait_LDA,2,5.015620878711637,0.0
10,State_LDA,2,1.670329864173073,0.0
11,Joint_LDA,2,5.319596130275954,0.0
12,Raw,3,3.6842729055090833,0.0
13,Trait_LDA,3,4.799904166381169,0.0
14,State_LDA,3,1.8962793851537352,0.0
15,Joint_LDA,3,5.098734258439915,0.0
16,Raw,4,3.497152220475375,0.0
17,Trait_LDA,4,4.544367036082698,0.0
18,State_LDA,4,1.5782534930443775,0.0
19,Joint_LDA,4,4.8831428348339685,0.0
20,Raw,5,3.404927335344644,0.0
21,Trait_LDA,5,4.652886910204391,0.0
22,State_LDA,5,1.5917741899542268,0.0
23,Joint_LDA,5,4.934771234547118,0.0
24,Raw,6,3.6528602166205317,0.0
25,Trait_LDA,6,4.903612186061295,0.0
26,State_LDA,6,1.9940262734640097,0.0
27,Joint_LDA,6,5.154534979024724,0.0
28,Raw,7,3.8570715058529292,0.0
29,Trait_LDA,7,5.339099563277133,0.0
30,State_LDA,7,1.7499325955109868,0.0
31,Joint_LDA,7,5.267645258052118,0.0
32,Raw,8,3.8731221734292647,0.0
33,Trait_LDA,8,5.038267640189348,0.0
34,State_LDA,8,1.6017680736546787,0.0
35,Joint_LDA,8,5.122635334338194,0.0
36,Raw,9,3.9602867207937087,0.0
37,Trait_LDA,9,5.467487535328652,0.0
38,State_LDA,9,1.9842687032322475,0.0
39,Joint_LDA,9,5.307072077038329,0.0
