,Bal_Acc,Bal_Acc,F1,F1,Kappa,Kappa
,mean,std,mean,std,mean,std
space,,,,,,
Joint_LDA,0.11552154195011338,,0.04004050405119626,,-0.007016117145168024,
Raw,0.11404053287981859,,0.074011583368763,,0.038207475482617166,
State_LDA,0.11143849206349206,,0.07113056772804582,,0.03599738540588131,
Trait_LDA,0.08553571428571428,,0.04185963007634935,,0.008522468521548025,
