pca_dim,lda_dim,val_bal_acc
5,1,0.08900568657142768
5,2,0.1514872955195836
5,3,0.21001982965591606
5,4,0.2559264070539307
5,5,0.274872668795182
5,6,0.274872668795182
5,7,0.274872668795182
5,8,0.274872668795182
5,9,0.274872668795182
5,10,0.274872668795182
5,11,0.274872668795182
5,12,0.274872668795182
5,13,0.274872668795182
5,14,0.274872668795182
5,15,0.274872668795182
5,16,0.274872668795182
5,17,0.274872668795182
5,18,0.274872668795182
5,19,0.274872668795182
5,20,0.274872668795182
15,1,0.09971451851534316
15,2,0.17640905529762502
15,3,0.25189600775464693
15,4,0.3153470003850867
15,5,0.37711001042896675
15,6,0.4259969713679202
15,7,0.4617912659995606
15,8,0.48154344215377787
15,9,0.4947067552833892
15,10,0.5089481411809349
15,11,0.5224527737660766
15,12,0.5328253290467476
15,13,0.5442892534117136
15,14,0.5607946273224386
15,15,0.5711690071652396
15,16,0.5711690071652396
15,17,0.5711690071652396
15,18,0.5711690071652396
15,19,0.5711690071652396
15,20,0.5711690071652396
25,1,0.10360117582313225
25,2,0.18739146174973184
25,3,0.26593347567094705
25,4,0.34551359383805436
25,5,0.43694946028519255
25,6,0.5197216984260884
25,7,0.5854710624571654
25,8,0.6305381018082505
25,9,0.676374735639022
25,10,0.7004833521225999
25,11,0.7089831054732231
25,12,0.7154854460927683
25,13,0.7218815629940128
25,14,0.7283288772577872
25,15,0.7319108960312605
25,16,0.7378702390019054
25,17,0.7399242479748684
25,18,0.7460034431653343
25,19,0.7521531555794546
25,20,0.7585576307668042
