,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,
Joint_LDA,0.0,0.0,0.8726838023086125,0.020972550371406495,0.6182431664441743,0.05068285693571249,0.0,0.0,0.871110583300494,0.021526878269584434,0.5703212331773186,0.060362007432039434
Raw,0.0,0.0,0.8800365994429578,0.02176632129697117,0.6120917663106301,0.032552740779809554,0.0,0.0,0.8780963411180356,0.02201277301102011,0.5616574533270187,0.03626643511140188
State_LDA,0.0,0.0,0.7333580862317575,0.025245754245125228,0.6692415509965582,0.045766487072865576,0.0,0.0,0.7197674372130443,0.025986920323094836,0.6381981350032057,0.04996929308724631
Trait_LDA,0.0,0.0,0.8401666418366199,0.02120290241299907,0.5447052161057964,0.02641028561665288,0.0,0.0,0.8380651307280628,0.02185522992084913,0.4778612568095685,0.03382675682510919
