Unnamed: 0,space,seed,hier_ratio,hier_pval,dataset,feature,n_subjects,source_file,n_subjects_plot,n_subjects_label,num_classes
25,Trait_LDA,6,6.084485141630462,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
26,State_LDA,6,1.972184150066968,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
27,Joint_LDA,6,5.9846231087083055,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
28,Raw,7,5.902108636510949,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
29,Trait_LDA,7,5.920297489199601,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
30,State_LDA,7,1.9392713494065403,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
31,Joint_LDA,7,6.081923188798123,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
32,Raw,8,5.556937669758217,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
33,Trait_LDA,8,5.675161454905924,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
34,State_LDA,8,1.9436640318830316,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
35,Joint_LDA,8,5.7832352677840255,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
36,Raw,9,5.510445145706377,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
37,Trait_LDA,9,5.802667763482288,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
38,State_LDA,9,1.737167629515341,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
39,Joint_LDA,9,5.687212445151667,0.0,motor,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n20_6_entropyclasses.csv,20.0,20,6
0,Raw,0,5.885458368845045,0.0,motor,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_nall_6_entropyclasses.csv,105.0,all (105),6
1,Trait_LDA,0,5.272712048230414,0.0,motor,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_nall_6_entropyclasses.csv,105.0,all (105),6
2,State_LDA,0,2.4951035759429145,0.0,motor,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_nall_6_entropyclasses.csv,105.0,all (105),6
3,Joint_LDA,0,5.359740787023906,0.0,motor,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_nall_6_entropyclasses.csv,105.0,all (105),6
0,Raw,0,4.26968255029219,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
1,Trait_LDA,0,4.409178247134239,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
2,State_LDA,0,1.2022669361947873,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
3,Joint_LDA,0,3.87887795076914,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
4,Raw,1,4.127763364850087,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
5,Trait_LDA,1,4.625772749201832,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
6,State_LDA,1,1.2364366384495609,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
7,Joint_LDA,1,4.1055523707706,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
8,Raw,2,4.0280787417996375,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
9,Trait_LDA,2,4.329484916718126,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
10,State_LDA,2,1.2168770309802222,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
11,Joint_LDA,2,3.810705313883792,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
12,Raw,3,3.5376213901944134,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
13,Trait_LDA,3,4.3090237462561936,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
14,State_LDA,3,1.1945490875390543,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
15,Joint_LDA,3,3.7460904885715975,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
16,Raw,4,2.9593494644620133,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
17,Trait_LDA,4,3.7498277601032006,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
18,State_LDA,4,1.2602676218607365,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
19,Joint_LDA,4,3.310471825877939,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
20,Raw,5,3.746981319471992,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
21,Trait_LDA,5,4.321571370040068,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
22,State_LDA,5,1.311295383513316,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
23,Joint_LDA,5,3.702787886858734,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
24,Raw,6,3.842709519523529,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
25,Trait_LDA,6,4.348752793212187,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
26,State_LDA,6,1.2213717973026228,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
27,Joint_LDA,6,3.774200282526013,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
28,Raw,7,3.925649254119545,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
29,Trait_LDA,7,4.436733243410869,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
30,State_LDA,7,1.2891101615928386,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
31,Joint_LDA,7,3.984359544636829,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
32,Raw,8,4.0463219233753485,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
33,Trait_LDA,8,4.770792382274053,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
34,State_LDA,8,1.301650464901314,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
35,Joint_LDA,8,4.072125093613116,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
36,Raw,9,3.899198059720647,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
37,Trait_LDA,9,4.482756615691133,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
38,State_LDA,9,1.3396029014808335,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
39,Joint_LDA,9,3.779472101981461,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_10_entropyclasses.csv,10.0,10,10
0,Raw,0,6.853431546707461,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
1,Trait_LDA,0,6.169395154251373,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
2,State_LDA,0,1.4386444978832302,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
3,Joint_LDA,0,5.72882866538885,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
4,Raw,1,6.5889950249646105,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
5,Trait_LDA,1,6.479040579591122,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
6,State_LDA,1,1.3890387919510778,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
7,Joint_LDA,1,5.939535033526808,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
8,Raw,2,5.733111105059738,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
9,Trait_LDA,2,5.91637491135416,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
10,State_LDA,2,1.3905550751571896,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
11,Joint_LDA,2,5.40363531045015,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
12,Raw,3,5.998735765080107,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
13,Trait_LDA,3,6.299609503478584,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
14,State_LDA,3,1.18481556845644,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
15,Joint_LDA,3,5.665631598972039,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
16,Raw,4,4.596418551942407,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
17,Trait_LDA,4,4.665379663830089,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
18,State_LDA,4,1.3733807778431897,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
19,Joint_LDA,4,4.387436052724975,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
20,Raw,5,6.7921373121242565,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
21,Trait_LDA,5,6.434660301218806,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
22,State_LDA,5,1.45602879763428,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
23,Joint_LDA,5,5.807448563488985,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
24,Raw,6,5.5603440353726405,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
25,Trait_LDA,6,5.821263142828477,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
26,State_LDA,6,1.3913265773643322,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
27,Joint_LDA,6,5.362906227288258,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
28,Raw,7,6.289589428682302,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
29,Trait_LDA,7,5.794617964804394,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
30,State_LDA,7,1.5112009867133809,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
31,Joint_LDA,7,5.522552981833468,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
32,Raw,8,6.111371016003091,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
33,Trait_LDA,8,6.329439282272289,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
34,State_LDA,8,1.4240135060523351,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
35,Joint_LDA,8,5.609383912414675,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
36,Raw,9,6.465845788547511,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
37,Trait_LDA,9,6.276465587096487,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
38,State_LDA,9,1.444740387538697,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
39,Joint_LDA,9,5.638745385156745,0.0,motor,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n10_6_entropyclasses.csv,10.0,10,6
0,Raw,0,3.799074292271583,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
1,Trait_LDA,0,5.754252599011305,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
2,State_LDA,0,1.0739898714887894,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
3,Joint_LDA,0,2.627262165183087,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
4,Raw,1,3.5730734280606677,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
5,Trait_LDA,1,5.9630323673761465,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
6,State_LDA,1,1.0679854550218244,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
7,Joint_LDA,1,2.815961725863992,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
8,Raw,2,3.553582136820666,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
9,Trait_LDA,2,5.725707970270496,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
10,State_LDA,2,1.0783751996102375,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
11,Joint_LDA,2,2.602718601514788,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
12,Raw,3,3.867899613422266,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
13,Trait_LDA,3,5.7596092546645945,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
14,State_LDA,3,1.0937869931876232,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
15,Joint_LDA,3,2.6795746733508654,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
16,Raw,4,3.609570792518732,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
17,Trait_LDA,4,5.723353947606194,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
18,State_LDA,4,1.0528418557530783,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
19,Joint_LDA,4,2.524331363776524,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
20,Raw,5,4.171095005177679,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
21,Trait_LDA,5,5.993465440522776,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
22,State_LDA,5,1.08199970464102,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
23,Joint_LDA,5,2.6018884648017755,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
24,Raw,6,3.8163911619304023,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
25,Trait_LDA,6,6.0059824762173095,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
26,State_LDA,6,1.060748823394479,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
27,Joint_LDA,6,2.7360922866536685,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
28,Raw,7,3.9993620565206416,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
29,Trait_LDA,7,5.932613198559823,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
30,State_LDA,7,1.0909396986283355,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
31,Joint_LDA,7,2.7484754834874185,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
32,Raw,8,3.098310692145414,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
33,Trait_LDA,8,5.376909063367792,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
34,State_LDA,8,1.1304333988852762,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
35,Joint_LDA,8,2.2990976180933136,0.0,motor,entropy,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/motor/entropy/hierarchy/hierarchy_results_n4_10_entropyclasses.csv,4.0,4,10
