Unnamed: 0,space,seed,hier_ratio,hier_pval,dataset,feature,n_subjects,source_file,n_subjects_plot,n_subjects_label,num_classes
26,State_LDA,6,1.0606952438064243,0.14,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
27,Joint_LDA,6,2.732271846796439,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
28,Raw,7,1.6618695198799722,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
29,Trait_LDA,7,2.456743433500461,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
30,State_LDA,7,1.726524778843861,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
31,Joint_LDA,7,2.0131457366988585,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
32,Raw,8,1.349597276022676,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
33,Trait_LDA,8,2.096989826523181,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
34,State_LDA,8,0.7710903292694266,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
35,Joint_LDA,8,1.4646761627569171,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
36,Raw,9,1.6055742927195351,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
37,Trait_LDA,9,2.0001831068417646,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
38,State_LDA,9,1.3729310568177036,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
39,Joint_LDA,9,1.6435711562487618,0.0,lemon,entropy,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n10_2_entropyclasses.csv,10.0,10,2
0,Raw,0,1.2476095741107085,0.0,lemon,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_nall_2_entropyclasses.csv,156.0,all (156),2
1,Trait_LDA,0,1.8354994941104352,0.0,lemon,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_nall_2_entropyclasses.csv,156.0,all (156),2
2,State_LDA,0,0.9765762700947408,0.0,lemon,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_nall_2_entropyclasses.csv,156.0,all (156),2
3,Joint_LDA,0,1.5392153394853567,0.0,lemon,entropy,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_nall_2_entropyclasses.csv,156.0,all (156),2
0,Raw,0,1.1937869687055715,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
1,Trait_LDA,0,1.6439210230708357,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
2,State_LDA,0,1.3177866708447126,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
3,Joint_LDA,0,1.612591825051523,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
4,Raw,1,1.4715815553390634,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
5,Trait_LDA,1,1.7467068646733035,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
6,State_LDA,1,1.086585362258902,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
7,Joint_LDA,1,1.7347079892963573,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
8,Raw,2,1.13065095895647,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
9,Trait_LDA,2,1.5181688204049606,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
10,State_LDA,2,1.2836968241776097,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
11,Joint_LDA,2,1.5282708859329246,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
12,Raw,3,1.2033577457223337,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
13,Trait_LDA,3,1.6813771294705453,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
14,State_LDA,3,1.6614898420635995,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
15,Joint_LDA,3,1.69585619165199,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
16,Raw,4,1.5302286639148952,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
17,Trait_LDA,4,1.939992144505375,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
18,State_LDA,4,1.9095136336694245,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
19,Joint_LDA,4,1.961477667079201,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
20,Raw,5,1.2567488893347936,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
21,Trait_LDA,5,1.4494797258544485,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
22,State_LDA,5,0.9944432427461182,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
23,Joint_LDA,5,1.3051266251582594,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
24,Raw,6,1.0341435023770558,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
25,Trait_LDA,6,1.6018849291790342,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
26,State_LDA,6,1.0518813634235291,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
27,Joint_LDA,6,1.5277362342354726,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
28,Raw,7,1.1526753710640645,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
29,Trait_LDA,7,1.3474204296583745,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
30,State_LDA,7,0.9588913735325904,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
31,Joint_LDA,7,1.3116364522924808,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
32,Raw,8,1.0597852746066263,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
33,Trait_LDA,8,2.0568108934372624,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
34,State_LDA,8,1.4617382576615974,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
35,Joint_LDA,8,1.9826534491088292,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
36,Raw,9,1.1349260745477616,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
37,Trait_LDA,9,1.699687227287073,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
38,State_LDA,9,1.0645575695199097,0.428,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
39,Joint_LDA,9,1.5997260288777548,0.0,lemon,entropy,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/entropy/hierarchy/hierarchy_results_n20_2_entropyclasses.csv,20.0,20,2
0,Raw,0,6.735753705901276,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
1,Trait_LDA,0,13.399953874054637,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
2,State_LDA,0,1.0,0.941,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
3,Joint_LDA,0,9.311536950274675,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
4,Raw,1,4.0515235096445394,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
5,Trait_LDA,1,8.271896911412878,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
6,State_LDA,1,5.36483882700723,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
7,Joint_LDA,1,6.341091477794609,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
8,Raw,2,5.043221700060709,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
9,Trait_LDA,2,9.100801996286725,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
10,State_LDA,2,1.0,0.656,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
11,Joint_LDA,2,8.141887980368555,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
12,Raw,3,7.86753647453796,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
13,Trait_LDA,3,12.0311101044278,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
14,State_LDA,3,22.14071539108171,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
15,Joint_LDA,3,12.445375956656973,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
16,Raw,4,3.744046834828673,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
17,Trait_LDA,4,10.602290618966828,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
18,State_LDA,4,8.83136965086368,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
19,Joint_LDA,4,10.076770029096458,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
20,Raw,5,9.625343256518535,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
21,Trait_LDA,5,7.71282681308465,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
22,State_LDA,5,9.02530026543023,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
23,Joint_LDA,5,7.39282868983348,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
24,Raw,6,10.957423219178558,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
25,Trait_LDA,6,17.036638744191144,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
26,State_LDA,6,9.798569590951905,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
27,Joint_LDA,6,13.899926300421496,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
28,Raw,7,10.89172211115509,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
29,Trait_LDA,7,24.72706742738628,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
30,State_LDA,7,26.883621350274268,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
31,Joint_LDA,7,22.119529061152267,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
32,Raw,8,9.792712358450876,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
33,Trait_LDA,8,10.270035837489008,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
34,State_LDA,8,1.917422026333196,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
35,Joint_LDA,8,8.359326232485012,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
36,Raw,9,5.127522527117463,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
37,Trait_LDA,9,3.165871477024192,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
38,State_LDA,9,2.7317829407649774,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
39,Joint_LDA,9,2.6536451879132894,0.0,lee,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n10_2_psdclasses.csv,10.0,10,2
0,Raw,0,9.552286798048671,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
1,Trait_LDA,0,9.524734923054288,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
2,State_LDA,0,4.017270962514309,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
3,Joint_LDA,0,9.59057219975215,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
4,Raw,1,6.350972097657269,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
5,Trait_LDA,1,8.155818487732379,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
6,State_LDA,1,10.12823385989292,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
7,Joint_LDA,1,8.16511062175543,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
8,Raw,2,8.080207629265727,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
9,Trait_LDA,2,8.066827309494276,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
10,State_LDA,2,18.68715812676849,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
11,Joint_LDA,2,8.063292202011695,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
12,Raw,3,7.973445816485581,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
13,Trait_LDA,3,8.287521509811105,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
14,State_LDA,3,22.70720352922506,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
15,Joint_LDA,3,8.250317273448466,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
16,Raw,4,8.667464540625042,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
17,Trait_LDA,4,9.12835527603979,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
18,State_LDA,4,9.70593468087807,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
19,Joint_LDA,4,9.143419798741537,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
20,Raw,5,9.982946076967105,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
21,Trait_LDA,5,9.746819107245772,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
22,State_LDA,5,11.518527782443178,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
23,Joint_LDA,5,9.737574952010808,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
24,Raw,6,6.634962066798651,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
25,Trait_LDA,6,7.552997757989344,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
26,State_LDA,6,5.842699942949921,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
27,Joint_LDA,6,7.532169510790678,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
28,Raw,7,13.195043198967465,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
29,Trait_LDA,7,15.043731016425944,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
30,State_LDA,7,25.278556172718936,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
31,Joint_LDA,7,14.95629518487129,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
32,Raw,8,6.299869148834721,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
33,Trait_LDA,8,9.440073478438602,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
34,State_LDA,8,5.673115827983303,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
35,Joint_LDA,8,9.418436018294972,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
36,Raw,9,6.736967144627206,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
37,Trait_LDA,9,6.475880155243771,0.0,lee,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lee/psd/hierarchy/hierarchy_results_n20_2_psdclasses.csv,20.0,20,2
