,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
autoencoder,2.5700161,0.50067955,5.393937,2.8351128,2.1155376,1.0614072,0.0,0.0
