pca_dim,lda_dim,val_bal_acc
5,1,0.019095314253647588
5,2,0.04621770482603816
5,3,0.07904270482603816
5,4,0.11350726711560044
5,5,0.14195420875420878
5,6,0.14195420875420878
5,7,0.14195420875420878
5,8,0.14195420875420878
5,9,0.14195420875420878
5,10,0.14195420875420878
5,11,0.14195420875420878
5,12,0.14195420875420878
5,13,0.14195420875420878
5,14,0.14195420875420878
5,15,0.14195420875420878
5,16,0.14195420875420878
5,17,0.14195420875420878
5,18,0.14195420875420878
5,19,0.14195420875420878
5,20,0.14195420875420878
15,1,0.01801652637485971
15,2,0.03940190796857464
15,3,0.06856882716049383
15,4,0.10421666666666667
15,5,0.13615636924803592
15,6,0.16171526374859707
15,7,0.18626195286195285
15,8,0.20794870931537596
15,9,0.22350833333333334
15,10,0.23983583052749718
15,11,0.251147278338945
15,12,0.2615962682379349
15,13,0.26983818742985405
15,14,0.27824497755331085
15,15,0.285308810325477
15,16,0.285308810325477
15,17,0.285308810325477
15,18,0.285308810325477
15,19,0.285308810325477
15,20,0.285308810325477
25,1,0.01720695847362514
25,2,0.03848027497194163
25,3,0.06532884399551067
25,4,0.09839677328843996
25,5,0.12838765432098764
25,6,0.15406700336700335
25,7,0.18070732323232322
25,8,0.20255493827160492
25,9,0.22057180134680135
25,10,0.2355330808080808
25,11,0.24524539842873178
25,12,0.2561966610549944
25,13,0.2637865039281706
25,14,0.27361228956228956
25,15,0.2813451739618406
25,16,0.2880922839506173
25,17,0.293775
25,18,0.2994698653198653
25,19,0.3037962401795735
25,20,0.3077428451178451
