,subject,subject,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,,,
Joint_LDA,7.5,,0.9169642857142858,,0.45982142857142855,,0.2611607142857143,,0.9119922047209205,,0.44360070703677,,0.1260561472526523,
Raw,7.5,,0.9598214285714286,,0.6281249999999999,,0.3959821428571428,,0.9571295498082243,,0.612504200234876,,0.3227456583499591,
State_LDA,7.5,,0.125,,0.5424107142857143,,0.5058035714285715,,0.07153440540259204,,0.5166015711671037,,0.4838621441319299,
Trait_LDA,7.5,,0.9263392857142857,,0.41383928571428574,,0.2513392857142857,,0.9228480936748396,,0.39652399654929865,,0.11146410111970025,
