,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,3.0734087555946146,,5.174010494606792,,1.683476200550412,,0.0,
Raw,3.285116083003748,,5.389406004544824,,1.6405526831846433,,0.0,
State_LDA,1.4480360626047928,,0.8487829685223843,,0.5861614848152021,,0.0,
Trait_LDA,3.2094460639316975,,4.660680553033745,,1.452176001775281,,0.0,
