,space,seed,hier_ratio,hier_pval
0,Raw,0,1.494248932691149,0.0
1,Trait_LDA,0,1.5371374146579537,0.0
2,State_LDA,0,0.9414937634398552,0.0
3,Joint_LDA,0,1.5387362626083356,0.0
4,Raw,1,1.4857768779119305,0.0
5,Trait_LDA,1,1.6197744825318259,0.0
6,State_LDA,1,0.9529777987266124,0.0
7,Joint_LDA,1,1.4270021315396904,0.0
8,Raw,2,1.4533779975667507,0.0
9,Trait_LDA,2,1.6446905682862332,0.0
10,State_LDA,2,1.2049612074672402,0.0
11,Joint_LDA,2,1.487183969577135,0.0
12,Raw,3,1.2623399786445717,0.0
13,Trait_LDA,3,1.3981832071553681,0.0
14,State_LDA,3,0.9328912370578805,0.0
15,Joint_LDA,3,1.288962111888903,0.0
16,Raw,4,1.732432380468077,0.0
17,Trait_LDA,4,1.871863478786905,0.0
18,State_LDA,4,2.1929163251249064,0.0
19,Joint_LDA,4,1.868357848508242,0.0
20,Raw,5,1.2577390922531115,0.0
21,Trait_LDA,5,1.7086912433774508,0.0
22,State_LDA,5,0.6896380918213244,0.0
23,Joint_LDA,5,1.512669737939517,0.0
24,Raw,6,0.9991413034304307,0.0
25,Trait_LDA,6,1.4981278060245438,0.0
26,State_LDA,6,1.4797895860151347,0.0
27,Joint_LDA,6,1.5092017846768269,0.0
28,Raw,7,1.3199353190802425,0.0
29,Trait_LDA,7,1.6195990410040348,0.0
30,State_LDA,7,1.1678714184826047,0.0
31,Joint_LDA,7,1.43904764607396,0.0
32,Raw,8,1.1986545088898561,0.0
33,Trait_LDA,8,1.5732904175779647,0.0
34,State_LDA,8,0.903394961478571,0.0
35,Joint_LDA,8,1.4871970010124609,0.0
36,Raw,9,1.7171192838295777,0.0
37,Trait_LDA,9,1.8692916649114777,0.0
38,State_LDA,9,1.5842866306707069,0.0
39,Joint_LDA,9,1.813530460700918,0.0
