,space,seed,hier_ratio,hier_pval
0,Raw,0,2.004415219681646,0.0
1,Trait_LDA,0,0.9794632745973386,0.0
2,State_LDA,0,2.1601345988813727,0.0
3,Joint_LDA,0,2.2314172456862114,0.0
4,Raw,1,4.062122495880745,0.0
5,Trait_LDA,1,0.5006070637470478,0.0
6,State_LDA,1,0.8705383427710419,0.0
7,Joint_LDA,1,1.701216449551966,0.0
8,Raw,2,2.3495571043850787,0.0
9,Trait_LDA,2,1.4102639543812392,0.385
10,State_LDA,2,2.9103077831019446,0.161
11,Joint_LDA,2,2.6412797518651554,0.0
12,Raw,3,3.8694354165142815,0.0
13,Trait_LDA,3,3.3012077115478013,0.0
14,State_LDA,3,0.30885835784957993,0.0
15,Joint_LDA,3,1.3776730252499079,0.0
16,Raw,4,3.580287675257413,0.0
17,Trait_LDA,4,3.437369842946483,0.0
18,State_LDA,4,0.4877763902310901,0.0
19,Joint_LDA,4,1.5105175565870024,0.0
20,Raw,5,0.5283397210076888,0.0
21,Trait_LDA,5,1.5198611363926107,0.005
22,State_LDA,5,0.7351037778194267,0.0
23,Joint_LDA,5,1.2771614504505948,0.0
24,Raw,6,1.9399415980570291,0.0
25,Trait_LDA,6,1.0000000000000002,0.0
26,State_LDA,6,2.4718670929297537,0.025
27,Joint_LDA,6,1.181422956920027,0.0
28,Raw,7,1.1193053725693032,0.0
29,Trait_LDA,7,0.7602681342285111,0.0
30,State_LDA,7,1.0940880427740076,0.0
31,Joint_LDA,7,0.992732658092926,0.0
32,Raw,8,2.9283220976252413,0.0
33,Trait_LDA,8,2.665216217047752,0.0
34,State_LDA,8,1.2356194570291423,0.0
35,Joint_LDA,8,1.7526518430301143,0.0
36,Raw,9,2.077805747502547,0.0
37,Trait_LDA,9,0.8422073949820309,0.0
38,State_LDA,9,2.4520213578961965,0.0
39,Joint_LDA,9,2.433852361999237,0.0
