pca_dim,lda_dim,val_bal_acc
5,1,0.016238047138047138
5,2,0.04140412457912458
5,3,0.06860373176206509
5,4,0.09134065656565657
5,5,0.1145814534231201
5,6,0.1145814534231201
5,7,0.1145814534231201
5,8,0.1145814534231201
5,9,0.1145814534231201
5,10,0.1145814534231201
5,11,0.1145814534231201
5,12,0.1145814534231201
5,13,0.1145814534231201
5,14,0.1145814534231201
5,15,0.1145814534231201
5,16,0.1145814534231201
5,17,0.1145814534231201
5,18,0.1145814534231201
5,19,0.1145814534231201
5,20,0.1145814534231201
15,1,0.016455303030303032
15,2,0.042406846240179576
15,3,0.07202166105499438
15,4,0.10428052749719416
15,5,0.1311395342312009
15,6,0.15184141414141414
15,7,0.1735848765432099
15,8,0.18995095398428732
15,9,0.20963504489337823
15,10,0.22145822109988775
15,11,0.23087306397306398
15,12,0.24407370931537598
15,13,0.25516074635241304
15,14,0.2645068742985409
15,15,0.2682963524130191
15,16,0.2682963524130191
15,17,0.2682963524130191
15,18,0.2682963524130191
15,19,0.2682963524130191
15,20,0.2682963524130191
25,1,0.017308838383838385
25,2,0.04110715488215488
25,3,0.07144217171717172
25,4,0.10566809764309763
25,5,0.13292819865319866
25,6,0.1555374017957351
25,7,0.175482379349046
25,8,0.19605923120089788
25,9,0.21234312570145905
25,10,0.2269963243546577
25,11,0.23666540404040406
25,12,0.24705729517396186
25,13,0.25566419753086417
25,14,0.26530833333333337
25,15,0.2712949775533109
25,16,0.2751465488215488
25,17,0.2788635802469136
25,18,0.28744093714927044
25,19,0.29072446689113357
25,20,0.2945875140291807
