pca_dim,lda_dim,val_bal_acc
5,1,0.003713274505708716
5,2,0.011179819340016708
5,3,0.0187859335839599
5,4,0.03076217453355611
5,5,0.045851966722361456
5,6,0.045851966722361456
5,7,0.045851966722361456
5,8,0.045851966722361456
5,9,0.045851966722361456
5,10,0.045851966722361456
5,11,0.045851966722361456
5,12,0.045851966722361456
5,13,0.045851966722361456
5,14,0.045851966722361456
5,15,0.045851966722361456
5,16,0.045851966722361456
5,17,0.045851966722361456
5,18,0.045851966722361456
5,19,0.045851966722361456
5,20,0.045851966722361456
15,1,0.004719815162907268
15,2,0.009588528613199667
15,3,0.01711282546644389
15,4,0.028129194514062934
15,5,0.039927530632135895
15,6,0.0532193104288499
15,7,0.06934045182400446
15,8,0.08444820210247841
15,9,0.09904617968532442
15,10,0.11333335769980506
15,11,0.12786323795600113
15,12,0.13973144319131162
15,13,0.1482183879838485
15,14,0.16034584377610694
15,15,0.1842897208298524
15,16,0.1842897208298524
15,17,0.1842897208298524
15,18,0.1842897208298524
15,19,0.1842897208298524
15,20,0.1842897208298524
25,1,0.004556860902255639
25,2,0.009683013088276246
25,3,0.018219423558897243
25,4,0.028553910818713453
25,5,0.04151460944026734
25,6,0.05418701615148984
25,7,0.07180077102478419
25,8,0.08560834725703147
25,9,0.10095314675577834
25,10,0.1153393553327764
25,11,0.12914480994152047
25,12,0.14273359440267336
25,13,0.1561436507936508
25,14,0.16737014759120022
25,15,0.17755634224450015
25,16,0.18547397138680033
25,17,0.19469189640768586
25,18,0.20265297270955168
25,19,0.20996306739069898
25,20,0.21628555416318576
