,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,
Joint_LDA,0.0,0.0,0.8386455641829615,0.042098958214748794,0.6040581577511371,0.09556631708541624,0.0,0.0,0.8351786449459553,0.04255237222030641,0.5352104282986417,0.1267418273827013
Raw,0.0,0.0,0.8788847638945565,0.04020377887936645,0.5933775576831222,0.07203409118822102,0.0,0.0,0.8773648703603822,0.04051125950040057,0.5546633284916694,0.08458429979384494
State_LDA,0.0,0.0,0.7758708024030149,0.04951086821342974,0.7274444087570646,0.08637353928756425,0.0,0.0,0.7546047825792963,0.06183108042444075,0.694883226176892,0.11839076839689032
Trait_LDA,0.0,0.0,0.5650077040531077,0.03764497842948019,0.4663811257612685,0.04791063971391784,0.0,0.0,0.5231085599437015,0.06366498579707681,0.3570102468039285,0.0410298829892675
