,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,
Joint_LDA,0.0,0.0,0.8676821436341973,0.03265764443206414,0.6613523790209468,0.08972708510133533,0.0,0.0,0.8663475686302874,0.03323466773012083,0.635104623015488,0.10746977500122451
Raw,0.0,0.0,0.8762702293681827,0.030343160091587437,0.6593016747825498,0.0869263674647127,0.0,0.0,0.8752833071741858,0.030691472226095466,0.6386553797990322,0.09666780680726783
State_LDA,0.0,0.0,0.7576401617749904,0.046696224436668515,0.6982135016580114,0.060126466802628814,0.0,0.0,0.7465637474581418,0.059768609570835865,0.6739353270668782,0.07296687266308335
Trait_LDA,0.0,0.0,0.7002330693984589,0.016999908749180403,0.5070473920292708,0.033905173285185074,0.0,0.0,0.6954317171478188,0.016910997474466578,0.4147697236090046,0.04281268223470227
