,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,
Joint_LDA,0.0,0.0,0.8495825152537488,0.018415990748229704,0.6204043864651954,0.03136073793314285,0.0,0.0,0.8478978036578626,0.01850694647775092,0.5796601746496066,0.04099440398702095
Raw,0.0,0.0,0.870570611750151,0.021184911696137933,0.6209282074932277,0.03766259912968812,0.0,0.0,0.8693772375091363,0.02139929496516778,0.5913223505459356,0.03933510495784345
State_LDA,0.0,0.0,0.7113825264344499,0.031745602515736326,0.6644289339791623,0.024644669465004425,0.0,0.0,0.6890604588541623,0.035517977737777845,0.6394981283013866,0.027555210933188853
Trait_LDA,0.0,0.0,0.8068631047839829,0.015583849209366668,0.523967148061731,0.01486009170418283,0.0,0.0,0.8047930471011677,0.01573538818071489,0.4505266343378289,0.02141544777018343
