pca_dim,lda_dim,val_bal_acc
5,1,0.1025846542763836
5,2,0.193771495839165
5,3,0.26110365198711066
5,4,0.2923695873883844
5,5,0.3264712104937668
5,6,0.3264712104937668
5,7,0.3264712104937668
5,8,0.3264712104937668
5,9,0.3264712104937668
5,10,0.3264712104937668
5,11,0.3264712104937668
5,12,0.3264712104937668
5,13,0.3264712104937668
5,14,0.3264712104937668
5,15,0.3264712104937668
5,16,0.3264712104937668
5,17,0.3264712104937668
5,18,0.3264712104937668
5,19,0.3264712104937668
5,20,0.3264712104937668
15,1,0.10331632653061223
15,2,0.18632647636407032
15,3,0.24977758248434942
15,4,0.2974644403215832
15,5,0.33956794041380506
15,6,0.36909061072594906
15,7,0.3950392756783734
15,8,0.4213744588744588
15,9,0.4381158524015667
15,10,0.4350945003200642
15,11,0.4479058848419751
15,12,0.44860636439583806
15,13,0.4489997992817542
15,14,0.45270440712170035
15,15,0.4560837971552257
15,16,0.4560837971552257
15,17,0.4560837971552257
15,18,0.4560837971552257
15,19,0.4560837971552257
15,20,0.4560837971552257
25,1,0.10331632653061223
25,2,0.18632647636407032
25,3,0.24977758248434942
25,4,0.2974644403215832
25,5,0.33956794041380506
25,6,0.36909061072594906
25,7,0.3950392756783734
25,8,0.4213744588744588
25,9,0.4381158524015667
25,10,0.4350945003200642
25,11,0.4479058848419751
25,12,0.44860636439583806
25,13,0.4489997992817542
25,14,0.45270440712170035
25,15,0.4560837971552257
25,16,0.4560837971552257
25,17,0.4560837971552257
25,18,0.4560837971552257
25,19,0.4560837971552257
25,20,0.4560837971552257
