pca_dim,lda_dim,val_bal_acc
5,1,0.18054532638414217
5,2,0.2737064726209463
5,3,0.33025551568314726
5,4,0.3728232038429407
5,5,0.3857129803675856
5,6,0.3857129803675856
5,7,0.3857129803675856
5,8,0.3857129803675856
5,9,0.3857129803675856
5,10,0.3857129803675856
5,11,0.3857129803675856
5,12,0.3857129803675856
5,13,0.3857129803675856
5,14,0.3857129803675856
5,15,0.3857129803675856
5,16,0.3857129803675856
5,17,0.3857129803675856
5,18,0.3857129803675856
5,19,0.3857129803675856
5,20,0.3857129803675856
15,1,0.17603713355358092
15,2,0.28433617186906657
15,3,0.3606524360142781
15,4,0.4107053856231488
15,5,0.4446521607047923
15,6,0.4678035049745576
15,7,0.4875886211741475
15,8,0.4953125949343054
15,9,0.5014122189944559
15,10,0.5045542834358624
15,11,0.5089181761221235
15,12,0.5099313150299992
15,13,0.5072957963089542
15,14,0.5088572282980178
15,15,0.5083547410192147
15,16,0.5083547410192147
15,17,0.5083547410192147
15,18,0.5083547410192147
15,19,0.5083547410192147
15,20,0.5083547410192147
25,1,0.17603713355358092
25,2,0.28433617186906657
25,3,0.3606524360142781
25,4,0.4107053856231488
25,5,0.4446521607047923
25,6,0.4678035049745576
25,7,0.4875886211741475
25,8,0.4953125949343054
25,9,0.5014122189944559
25,10,0.5045542834358624
25,11,0.5089181761221235
25,12,0.5099313150299992
25,13,0.5072957963089542
25,14,0.5088572282980178
25,15,0.5083547410192147
25,16,0.5083547410192147
25,17,0.5083547410192147
25,18,0.5083547410192147
25,19,0.5083547410192147
25,20,0.5083547410192147
