,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,1.5505531784364703,,1.6761898739679926,,1.081027014925222,,0.0,
Raw,1.421413356428705,,3.274275615919432,,2.3035351406476408,,0.0,
State_LDA,1.4773396059178923,,0.5489643296450093,,0.37158980064298075,,0.0,
Trait_LDA,1.4447951924154048,,2.113372852742054,,1.4627490898616036,,0.0,
