,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,2.8411935359769225,0.7299862002008951,18.136777727861205,12.55641750915154,6.336547964953227,3.7682463982838432,0.0,0.0
Raw,2.84049955197018,0.5951647755758639,56.23132588317797,34.948723112725155,19.849781407800187,11.947151341603087,0.0,0.0
State_LDA,2.4792021145039396,0.7689493090972777,14.874478926706818,7.136310312133218,5.990750874324464,2.2056245474988048,0.0,0.0
Trait_LDA,3.1820304564975403,2.20933751209526,7.990928709067562,5.053457526535949,2.699677595436082,1.3922037656987645,0.0,0.0
