,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,2.9883292049749004,,0.8300766280495516,,0.27777281922877156,,0.0,
Raw,2.3407401454466616,,15.688779633417605,,6.7024866745402285,,0.0,
State_LDA,1.8423119173372045,,3.4797570926479113,,1.8887991006850768,,0.0,
Trait_LDA,2.2193733686658286,,5.912183804200675,,2.6638977864976234,,0.0,
