,space,seed,hier_ratio,hier_pval
0,Raw,0,5.775584925192912,0.0
1,Trait_LDA,0,12.580034437775986,0.0
2,State_LDA,0,3.431198926138285,0.0
3,Joint_LDA,0,6.475890810664541,0.0
4,Raw,1,6.898815827143455,0.0
5,Trait_LDA,1,19.399569483283766,0.0
6,State_LDA,1,2.2219371243513835,0.0
7,Joint_LDA,1,10.66145860530625,0.0
8,Raw,2,13.314631441526767,0.0
9,Trait_LDA,2,14.711349231216815,0.0
10,State_LDA,2,7.4610238365642045,0.0
11,Joint_LDA,2,8.646768314185001,0.0
12,Raw,3,7.762558128333096,0.0
13,Trait_LDA,3,7.299793986810634,0.0
14,State_LDA,3,3.165443120423975,0.0
15,Joint_LDA,3,4.8571553476165885,0.0
16,Raw,4,10.155503719036192,0.0
17,Trait_LDA,4,11.307478471557431,0.0
18,State_LDA,4,4.510292108921454,0.0
19,Joint_LDA,4,8.006304864277164,0.0
20,Raw,5,11.574419412219294,0.0
21,Trait_LDA,5,13.732223853389712,0.0
22,State_LDA,5,8.992201837497207,0.0
23,Joint_LDA,5,8.002841251947837,0.0
24,Raw,6,12.33482658107531,0.0
25,Trait_LDA,6,13.54095248066575,0.0
26,State_LDA,6,6.43277041294984,0.0
27,Joint_LDA,6,9.028145892521016,0.0
28,Raw,7,2.7971769757028024,0.0
29,Trait_LDA,7,5.843283354704219,0.0
30,State_LDA,7,1.6642209873907443,0.0
31,Joint_LDA,7,2.899520368869885,0.0
32,Raw,8,2.032926709518019,0.0
33,Trait_LDA,8,2.584064634640355,0.0
34,State_LDA,8,1.1823562705940802,0.0
35,Joint_LDA,8,1.8522670260654535,0.0
36,Raw,9,5.948537781459096,0.0
37,Trait_LDA,9,5.570138511604716,0.0
38,State_LDA,9,2.9053726749159576,0.0
39,Joint_LDA,9,3.186218343553099,0.0
