,space,seed,hier_ratio,hier_pval
0,Raw,0,5.93957250408808,0.0
1,Trait_LDA,0,14.414418451577806,0.0
2,State_LDA,0,2.5596736446496764,0.0
3,Joint_LDA,0,12.384171758820507,0.0
4,Raw,1,5.0499644014017555,0.0
5,Trait_LDA,1,14.385395245939657,0.0
6,State_LDA,1,4.0875577328644095,0.0
7,Joint_LDA,1,13.1723679164312,0.0
8,Raw,2,6.213187008996332,0.0
9,Trait_LDA,2,4.457861170213764,0.0
10,State_LDA,2,3.7193948763905733,0.0
11,Joint_LDA,2,4.159159917133476,0.0
12,Raw,3,7.851022015816347,0.0
13,Trait_LDA,3,8.71077405271121,0.0
14,State_LDA,3,3.788470201719969,0.0
15,Joint_LDA,3,8.391417690384785,0.0
16,Raw,4,5.26289228283184,0.0
17,Trait_LDA,4,14.296262862779248,0.0
18,State_LDA,4,2.5457311533579676,0.0
19,Joint_LDA,4,13.098326780443093,0.0
20,Raw,5,5.253550773572344,0.0
21,Trait_LDA,5,13.28164114531663,0.0
22,State_LDA,5,4.076449610327406,0.0
23,Joint_LDA,5,12.27391946396919,0.0
24,Raw,6,5.653517394306896,0.0
25,Trait_LDA,6,13.652302095963774,0.0
26,State_LDA,6,5.21287950542984,0.0
27,Joint_LDA,6,12.496588389749698,0.0
28,Raw,7,5.647664133295674,0.0
29,Trait_LDA,7,6.577487686870722,0.0
30,State_LDA,7,5.1819817067634775,0.0
31,Joint_LDA,7,6.046184880811526,0.0
32,Raw,8,8.02887011509868,0.0
33,Trait_LDA,8,7.645058110624424,0.0
34,State_LDA,8,2.593385555998308,0.0
35,Joint_LDA,8,7.157715253732489,0.0
36,Raw,9,7.782319284987998,0.0
37,Trait_LDA,9,7.563367773874421,0.0
38,State_LDA,9,4.852175069950756,0.0
39,Joint_LDA,9,7.201343939028819,0.0
