,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,5.842751082797933,,12.077812017303312,,2.067144714219039,,0.0,
Raw,4.7867082566370796,,13.249853627760292,,2.768051219622277,,0.0,
State_LDA,1.0003313634316087,,1.5093034234688816,,1.5088034611763632,,0.0,
Trait_LDA,10.01845386402101,,12.132577427095228,,1.2110229374481236,,0.0,
