,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,5.579554905030457,0.2488311693016222,11.971916424856175,0.2864582740037361,2.149147438092471,0.0990462660271335,0.0,0.0
Raw,4.767093133957192,0.550861880360375,13.13093725153158,0.5859807996884024,2.776522105356316,0.21762395218863914,0.0,0.0
State_LDA,0.8731219843541963,0.06161125575705118,1.408280998704825,0.08062409982873155,1.6158254744351275,0.07814181069796783,0.0,0.0
Trait_LDA,11.040074601713124,0.46619894910982224,12.758054713849718,0.2925562596865863,1.1569567417557192,0.041869915860527414,0.0,0.0
