,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,1.991443985152296,0.6893164076854086,9.168216595276771,2.9710837489873727,4.655633478293041,0.5926890455023047,0.0,0.0
Raw,4.340046779642451,1.1892294869456996,19.632603930497808,2.47377958975835,4.724899916610559,0.8561745280324052,0.0,0.0
State_LDA,0.9966002614276153,0.22255666451311873,4.15396961463098,0.99260779667201,4.189945811090995,0.602845778801756,0.0,0.0
Trait_LDA,11.966138668258047,5.547311397040457,7.249724746935092,3.2572481802736846,0.6249486739705729,0.1292162433330595,0.0,0.0
