,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,1.6624230600399845,,1.7926894271118137,,1.0783593359615067,,0.0,
Raw,1.4008532336935489,,3.2243432571583783,,2.3016995496786903,,0.0,
State_LDA,1.3970188971729505,,0.5429808971023604,,0.3886711183371627,,0.0,
Trait_LDA,1.542022473201,,2.252217004933726,,1.4605604289660397,,0.0,
