,space,seed,hier_ratio,hier_pval
0,Raw,0,5.403840405343161,0.0
1,Trait_LDA,0,7.750161011440865,0.0
2,State_LDA,0,1.0961365137534353,0.0
3,Joint_LDA,0,3.970884724356963,0.0
4,Raw,1,5.416460588925634,0.0
5,Trait_LDA,1,8.53497353953686,0.0
6,State_LDA,1,1.0157802298824155,0.0
7,Joint_LDA,1,4.003924242208174,0.0
8,Raw,2,5.387792167902576,0.0
9,Trait_LDA,2,7.8524024804877905,0.0
10,State_LDA,2,1.109058491420266,0.0
11,Joint_LDA,2,3.807145643359424,0.0
12,Raw,3,5.896003095471111,0.0
13,Trait_LDA,3,6.949909774860837,0.0
14,State_LDA,3,0.9928337673309986,0.0
15,Joint_LDA,3,3.843644765584537,0.0
16,Raw,4,5.331590068847624,0.0
17,Trait_LDA,4,7.846912312983172,0.0
18,State_LDA,4,0.9608415702632663,0.0
19,Joint_LDA,4,3.762985038938867,0.0
20,Raw,5,5.82769041371337,0.0
21,Trait_LDA,5,8.01708834568076,0.0
22,State_LDA,5,1.0624034320960751,0.0
23,Joint_LDA,5,3.917896112688482,0.0
24,Raw,6,5.261321933593059,0.0
25,Trait_LDA,6,7.732688279427289,0.0
26,State_LDA,6,0.9804126973367985,0.0
27,Joint_LDA,6,4.166385622357195,0.0
28,Raw,7,5.841869475835282,0.0
29,Trait_LDA,7,8.190138285727196,0.0
30,State_LDA,7,1.046096995285352,0.005
31,Joint_LDA,7,4.266952550354995,0.0
32,Raw,8,3.897143240546758,0.0
33,Trait_LDA,8,7.17758566279386,0.0
34,State_LDA,8,1.0736426270484627,0.0
35,Joint_LDA,8,3.423894800839608,0.0
36,Raw,9,5.317013444784931,0.0
37,Trait_LDA,9,7.634357169545037,0.0
38,State_LDA,9,0.9783776481572649,0.0
39,Joint_LDA,9,3.5763946167897154,0.0
