,space,seed,hier_ratio,hier_pval
0,Raw,0,4.26968255029219,0.0
1,Trait_LDA,0,4.409178247134239,0.0
2,State_LDA,0,1.2022669361947873,0.0
3,Joint_LDA,0,3.87887795076914,0.0
4,Raw,1,4.127763364850087,0.0
5,Trait_LDA,1,4.625772749201832,0.0
6,State_LDA,1,1.2364366384495609,0.0
7,Joint_LDA,1,4.1055523707706,0.0
8,Raw,2,4.0280787417996375,0.0
9,Trait_LDA,2,4.329484916718126,0.0
10,State_LDA,2,1.2168770309802222,0.0
11,Joint_LDA,2,3.810705313883792,0.0
12,Raw,3,3.5376213901944134,0.0
13,Trait_LDA,3,4.3090237462561936,0.0
14,State_LDA,3,1.1945490875390543,0.0
15,Joint_LDA,3,3.7460904885715975,0.0
16,Raw,4,2.9593494644620133,0.0
17,Trait_LDA,4,3.7498277601032006,0.0
18,State_LDA,4,1.2602676218607365,0.0
19,Joint_LDA,4,3.310471825877939,0.0
20,Raw,5,3.746981319471992,0.0
21,Trait_LDA,5,4.3215713700400675,0.0
22,State_LDA,5,1.311295383513316,0.0
23,Joint_LDA,5,3.702787886858734,0.0
24,Raw,6,3.8427095195235292,0.0
25,Trait_LDA,6,4.348752793212187,0.0
26,State_LDA,6,1.2213717973026228,0.0
27,Joint_LDA,6,3.774200282526013,0.0
28,Raw,7,3.9256492541195445,0.0
29,Trait_LDA,7,4.436733243410869,0.0
30,State_LDA,7,1.2891101615928386,0.0
31,Joint_LDA,7,3.9843595446368294,0.0
32,Raw,8,4.0463219233753485,0.0
33,Trait_LDA,8,4.770792382274053,0.0
34,State_LDA,8,1.301650464901314,0.0
35,Joint_LDA,8,4.072125093613116,0.0
36,Raw,9,3.899198059720647,0.0
37,Trait_LDA,9,4.482756615691133,0.0
38,State_LDA,9,1.3396029014808335,0.0
39,Joint_LDA,9,3.779472101981461,0.0
