,space,seed,hier_ratio,hier_pval
0,Raw,0,3.2648895688060118,0.0
1,Trait_LDA,0,3.852981205543477,0.0
2,State_LDA,0,1.4893339032214343,0.0
3,Joint_LDA,0,3.7149677978478435,0.0
4,Raw,1,3.4368318031063256,0.0
5,Trait_LDA,1,4.195257968281146,0.0
6,State_LDA,1,1.501715553662974,0.0
7,Joint_LDA,1,4.1092466671107095,0.0
8,Raw,2,3.5231536226797977,0.0
9,Trait_LDA,2,4.201611382848782,0.0
10,State_LDA,2,1.5225547233311354,0.0
11,Joint_LDA,2,4.1020091089195345,0.0
12,Raw,3,3.685246978640661,0.0
13,Trait_LDA,3,4.235614896400309,0.0
14,State_LDA,3,1.5424652397219367,0.0
15,Joint_LDA,3,4.1305763720561774,0.0
16,Raw,4,3.5184605440336343,0.0
17,Trait_LDA,4,4.213110952335586,0.0
18,State_LDA,4,1.5644071685100576,0.0
19,Joint_LDA,4,4.035718904841309,0.0
20,Raw,5,3.4773188600851768,0.0
21,Trait_LDA,5,4.059111539847565,0.0
22,State_LDA,5,1.549655118345536,0.0
23,Joint_LDA,5,3.9701508609215796,0.0
24,Raw,6,3.8013511535659505,0.0
25,Trait_LDA,6,4.320492520109042,0.0
26,State_LDA,6,1.660328586327455,0.0
27,Joint_LDA,6,4.157931455076539,0.0
28,Raw,7,3.720518763364931,0.0
29,Trait_LDA,7,4.209151449998783,0.0
30,State_LDA,7,1.6175030910882073,0.0
31,Joint_LDA,7,4.151320813259103,0.0
32,Raw,8,3.537418864343746,0.0
33,Trait_LDA,8,4.113277446613657,0.0
34,State_LDA,8,1.521183851088007,0.0
35,Joint_LDA,8,3.9495471257269554,0.0
36,Raw,9,3.5359711947928245,0.0
37,Trait_LDA,9,4.202461374312982,0.0
38,State_LDA,9,1.4986880822140245,0.0
39,Joint_LDA,9,4.026391677283582,0.0
