,space,seed,hier_ratio,hier_pval
0,Raw,0,6.853431546707461,0.0
1,Trait_LDA,0,6.169395154251373,0.0
2,State_LDA,0,1.4386444978832302,0.0
3,Joint_LDA,0,5.72882866538885,0.0
4,Raw,1,6.5889950249646105,0.0
5,Trait_LDA,1,6.479040579591122,0.0
6,State_LDA,1,1.3890387919510778,0.0
7,Joint_LDA,1,5.939535033526808,0.0
8,Raw,2,5.733111105059738,0.0
9,Trait_LDA,2,5.9163749113541595,0.0
10,State_LDA,2,1.3905550751571896,0.0
11,Joint_LDA,2,5.40363531045015,0.0
12,Raw,3,5.998735765080107,0.0
13,Trait_LDA,3,6.299609503478584,0.0
14,State_LDA,3,1.1848155684564399,0.0
15,Joint_LDA,3,5.6656315989720385,0.0
16,Raw,4,4.596418551942407,0.0
17,Trait_LDA,4,4.665379663830089,0.0
18,State_LDA,4,1.3733807778431897,0.0
19,Joint_LDA,4,4.387436052724975,0.0
20,Raw,5,6.7921373121242565,0.0
21,Trait_LDA,5,6.434660301218806,0.0
22,State_LDA,5,1.45602879763428,0.0
23,Joint_LDA,5,5.807448563488985,0.0
24,Raw,6,5.5603440353726405,0.0
25,Trait_LDA,6,5.821263142828477,0.0
26,State_LDA,6,1.3913265773643322,0.0
27,Joint_LDA,6,5.362906227288258,0.0
28,Raw,7,6.289589428682302,0.0
29,Trait_LDA,7,5.794617964804394,0.0
30,State_LDA,7,1.5112009867133807,0.0
31,Joint_LDA,7,5.522552981833468,0.0
32,Raw,8,6.111371016003091,0.0
33,Trait_LDA,8,6.329439282272289,0.0
34,State_LDA,8,1.4240135060523351,0.0
35,Joint_LDA,8,5.609383912414675,0.0
36,Raw,9,6.465845788547511,0.0
37,Trait_LDA,9,6.276465587096487,0.0
38,State_LDA,9,1.444740387538697,0.0
39,Joint_LDA,9,5.638745385156745,0.0
