,space,seed,hier_ratio,hier_pval
0,Raw,0,3.799074292271583,0.0
1,Trait_LDA,0,5.754252599011305,0.0
2,State_LDA,0,1.0739898714887894,0.0
3,Joint_LDA,0,2.627262165183087,0.0
4,Raw,1,3.5730734280606673,0.0
5,Trait_LDA,1,5.9630323673761465,0.0
6,State_LDA,1,1.0679854550218244,0.0
7,Joint_LDA,1,2.8159617258639917,0.0
8,Raw,2,3.553582136820666,0.0
9,Trait_LDA,2,5.725707970270496,0.0
10,State_LDA,2,1.0783751996102375,0.0
11,Joint_LDA,2,2.6027186015147876,0.0
12,Raw,3,3.867899613422266,0.0
13,Trait_LDA,3,5.7596092546645945,0.0
14,State_LDA,3,1.0937869931876232,0.0
15,Joint_LDA,3,2.6795746733508654,0.0
16,Raw,4,3.609570792518732,0.0
17,Trait_LDA,4,5.723353947606194,0.0
18,State_LDA,4,1.0528418557530783,0.0
19,Joint_LDA,4,2.5243313637765237,0.0
20,Raw,5,4.171095005177679,0.0
21,Trait_LDA,5,5.993465440522776,0.0
22,State_LDA,5,1.0819997046410201,0.0
23,Joint_LDA,5,2.6018884648017755,0.0
24,Raw,6,3.8163911619304027,0.0
25,Trait_LDA,6,6.0059824762173095,0.0
26,State_LDA,6,1.060748823394479,0.0
27,Joint_LDA,6,2.7360922866536685,0.0
28,Raw,7,3.9993620565206416,0.0
29,Trait_LDA,7,5.932613198559823,0.0
30,State_LDA,7,1.0909396986283357,0.0
31,Joint_LDA,7,2.7484754834874185,0.0
32,Raw,8,3.098310692145414,0.0
33,Trait_LDA,8,5.376909063367792,0.0
34,State_LDA,8,1.1304333988852762,0.0
35,Joint_LDA,8,2.2990976180933136,0.0
36,Raw,9,3.9527919309321,0.0
37,Trait_LDA,9,6.16539992783985,0.0
38,State_LDA,9,1.0548026940076096,0.0
39,Joint_LDA,9,2.606054706532874,0.0
