,hier_ratio,hier_ratio,inter,inter,intra,intra,hier_pval,hier_pval
,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,
Joint_LDA,4.138203095244926,,8.467131724415896,,2.046088973773472,,0.0,
Raw,5.109051682765386,,14.23593374494845,,2.786414119272119,,0.0,
State_LDA,1.923292968239292,,2.78886293482175,,1.4500458229069788,,0.0,
Trait_LDA,6.842610623008092,,8.255709889607367,,1.2065146395803623,,0.0,
