,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,
Joint_LDA,0.0,0.0,0.8753477247771478,0.03737733629857362,0.650504787492046,0.07411288411208641,0.0,0.0,0.8740657710543329,0.038192074358203675,0.6187736802286061,0.07749221739274621
Raw,0.0,0.0,0.8942054709032192,0.03362491206876873,0.6709280624570818,0.084242264901644,0.0,0.0,0.8931591463099735,0.03412938279226375,0.6449541177326925,0.08551349908510308
State_LDA,0.0,0.0,0.7843086010735669,0.06089425983786559,0.7338202593058496,0.06065429861435627,0.0,0.0,0.7749171420514935,0.07017577481755675,0.717030989165332,0.061454220666373405
Trait_LDA,0.0,0.0,0.710722344889853,0.03374432607757579,0.5252072555207306,0.05133766057995813,0.0,0.0,0.7062072338445903,0.03483014096370068,0.45236881182806143,0.051262490156213085
